    User: glassfish
    Date: Wed 19-Feb-2014 (050) 18:49:03
  Status: request completed successfully


GROUP 1    Satellite   Resolution   Factor
            isee3         720         1

           Start Time           Stop Time 
           2014  50  0.00000    2014 223  0.00000


 Coord/            Min/Max          Range Filter              Filter
Component   Output Markers      Minimum         Maximum      Mins/Maxes
GSE X        YES      -           -               -               -   
GSE Y        YES      -           -               -               -   
GSE Z        YES      -           -               -               -   
GSE Lat      YES      -           -               -               -   
GSE Lon      YES      -           -               -               -   


Addtnl             Min/Max          Range Filter              Filter
Options     Output Markers      Minimum         Maximum      Mins/Maxes
dEarth       YES      -           -               -               -   

Output - File: 
         lines per page: 0
 
Formats and units:
    Day/Time format: YY/MM/DD HH:MM
    Degrees/Hemisphere format: Decimal degrees with 1 place(s).
        Longitude 0 to 360, latitude -90 to 90.
    Distance format: Kilometers with 3 place(s).

isee3
      Time                         GSE (km)                        GSE         Radius    
yy/mm/dd hh:mm        X               Y               Z         Lat   Long      (km)     
14/06/05 05:12     9452956.000     9216942.000       41219.016   0.2  44.3   13202730.000
14/06/05 05:24     9452442.000     9214098.000       41197.992   0.2  44.3   13200378.000
14/06/05 05:36     9451324.000     9211873.000       41177.359   0.2  44.3   13198023.000
14/06/05 05:48     9450208.000     9209648.000       41155.949   0.2  44.3   13195670.000
14/06/05 06:00     9449088.000     9207424.000       41134.926   0.2  44.3   13193317.000
14/06/05 06:12     9447971.000     9205198.000       41114.684   0.2  44.3   13190963.000
14/06/05 06:24     9446853.000     9202974.000       41093.273   0.2  44.3   13188610.000
14/06/05 06:36     9445734.000     9200751.000       41072.641   0.2  44.2   13186257.000
14/06/05 06:48     9445218.000     9197909.000       41051.230   0.2  44.2   13183906.000
14/06/05 07:00     9444101.000     9195686.000       41030.207   0.2  44.2   13181553.000
14/06/05 07:12     9442981.000     9193462.000       41009.965   0.2  44.2   13179200.000
14/06/05 07:24     9441864.000     9191238.000       40989.332   0.2  44.2   13176849.000
14/06/05 07:36     9440743.000     9189017.000       40967.531   0.2  44.2   13174497.000
14/06/05 07:48     9439625.000     9186794.000       40947.289   0.2  44.2   13172145.000
14/06/05 08:00     9438510.000     9184571.000       40925.879   0.2  44.2   13169795.000
14/06/05 08:12     9437389.000     9182350.000       40905.633   0.2  44.2   13167442.000
14/06/05 08:24     9436872.000     9179511.000       40883.836   0.2  44.2   13165091.000
14/06/05 08:36     9435753.000     9177291.000       40863.203   0.2  44.2   13162741.000
14/06/05 08:48     9434634.000     9175066.000       40842.957   0.2  44.2   13160390.000
14/06/05 09:00     9433518.000     9172845.000       40821.160   0.2  44.2   13158040.000
14/06/05 09:12     9432397.000     9170625.000       40800.527   0.2  44.2   13155688.000
14/06/05 09:24     9431279.000     9168403.000       40779.895   0.2  44.2   13153339.000
14/06/05 09:36     9430159.000     9166182.000       40759.262   0.2  44.2   13150987.000
14/06/05 09:48     9429639.000     9163348.000       40737.852   0.2  44.2   13148638.000
14/06/05 10:00     9428519.000     9161129.000       40716.828   0.2  44.2   13146288.000
14/06/05 10:12     9427401.000     9158907.000       40696.195   0.2  44.2   13143938.000
14/06/05 10:24     9426283.000     9156688.000       40674.785   0.2  44.2   13141590.000
14/06/05 10:36     9425162.000     9154469.000       40653.762   0.2  44.2   13139242.000
14/06/05 10:48     9424044.000     9152249.000       40633.129   0.2  44.2   13136890.000
14/06/05 11:00     9422926.000     9150029.000       40612.496   0.2  44.2   13134542.000
14/06/05 11:12     9421806.000     9147810.000       40591.477   0.2  44.2   13132194.000
14/06/05 11:24     9421284.000     9144976.000       40570.844   0.2  44.1   13129844.000
14/06/05 11:36     9420164.000     9142758.000       40550.211   0.2  44.1   13127496.000
14/06/05 11:48     9419044.000     9140540.000       40528.801   0.2  44.1   13125148.000
14/06/05 12:00     9417927.000     9138321.000       40508.168   0.2  44.1   13122801.000
14/06/05 12:12     9416807.000     9136105.000       40487.535   0.2  44.1   13120453.000
14/06/05 12:24     9415686.000     9133888.000       40466.125   0.2  44.1   13118105.000
14/06/05 12:36     9414569.000     9131668.000       40445.102   0.2  44.1   13115758.000
14/06/05 12:48     9414043.000     9128838.000       40424.082   0.2  44.1   13113410.000
14/06/05 13:00     9412924.000     9126622.000       40403.449   0.2  44.1   13111065.000
14/06/05 13:12     9411803.000     9124405.000       40382.426   0.2  44.1   13108716.000
14/06/05 13:24     9410684.000     9122189.000       40362.574   0.2  44.1   13106370.000
14/06/05 13:36     9409564.000     9119973.000       40341.160   0.2  44.1   13104023.000
14/06/05 13:48     9408445.000     9117756.000       40319.750   0.2  44.1   13101676.000
14/06/05 14:00     9407324.000     9115541.000       40299.508   0.2  44.1   13099331.000
14/06/05 14:12     9406205.000     9113324.000       40277.707   0.2  44.1   13096985.000
14/06/05 14:24     9405679.000     9110496.000       40257.074   0.2  44.1   13094638.000
14/06/05 14:36     9404560.000     9108280.000       40236.832   0.2  44.1   13092293.000
14/06/05 14:48     9403436.000     9106067.000       40215.809   0.2  44.1   13089946.000
14/06/05 15:00     9402317.000     9103852.000       40195.176   0.2  44.1   13087601.000
14/06/05 15:12     9401198.000     9101637.000       40173.375   0.2  44.1   13085256.000
14/06/05 15:24     9400080.000     9099424.000       40151.965   0.2  44.1   13082913.000
14/06/05 15:36     9398958.000     9097210.000       40131.723   0.2  44.1   13080568.000
14/06/05 15:48     9398431.000     9094383.000       40111.480   0.2  44.1   13078221.000
14/06/05 16:00     9397310.000     9092169.000       40090.457   0.2  44.1   13075877.000
14/06/05 16:12     9396190.000     9089955.000       40069.047   0.2  44.1   13073532.000
14/06/05 16:24     9395068.000     9087744.000       40048.805   0.2  44.0   13071189.000
14/06/05 16:36     9393947.000     9085530.000       40027.004   0.2  44.0   13068847.000
14/06/05 16:48     9392826.000     9083316.000       40006.758   0.2  44.0   13066502.000
14/06/05 17:00     9391706.000     9081106.000       39985.738   0.2  44.0   13064158.000
14/06/05 17:12     9390586.000     9078893.000       39964.328   0.2  44.0   13061815.000
14/06/05 17:24     9390058.000     9076068.000       39944.082   0.2  44.0   13059471.000
14/06/05 17:36     9388938.000     9073857.000       39922.672   0.2  44.0   13057129.000
14/06/05 17:48     9387815.000     9071646.000       39902.039   0.2  44.0   13054785.000
14/06/05 18:00     9386694.000     9069435.000       39880.629   0.2  44.0   13052444.000
14/06/05 18:12     9385575.000     9067223.000       39860.387   0.2  44.0   13050099.000
14/06/05 18:24     9384452.000     9065011.000       39839.363   0.2  44.0   13047757.000
14/06/05 18:36     9383331.000     9062803.000       39818.344   0.2  44.0   13045417.000
14/06/05 18:48     9382800.000     9059981.000       39797.320   0.2  44.0   13043074.000
14/06/05 19:00     9381682.000     9057769.000       39776.688   0.2  44.0   13040732.000
14/06/05 19:12     9380558.000     9055560.000       39755.277   0.2  44.0   13038391.000
14/06/05 19:24     9379438.000     9053351.000       39733.867   0.2  44.0   13036050.000
14/06/05 19:36     9378317.000     9051140.000       39714.012   0.2  44.0   13033707.000
14/06/05 19:48     9377192.000     9048932.000       39692.988   0.2  44.0   13031366.000
14/06/05 20:00     9376073.000     9046723.000       39671.578   0.2  44.0   13029026.000
14/06/05 20:12     9374949.000     9044516.000       39651.336   0.2  44.0   13026685.000
14/06/05 20:24     9374419.000     9041695.000       39629.535   0.2  44.0   13024344.000
14/06/05 20:36     9373297.000     9039485.000       39609.293   0.2  44.0   13022004.000
14/06/05 20:48     9372176.000     9037279.000       39588.270   0.2  44.0   13019664.000
14/06/05 21:00     9371051.000     9035071.000       39567.637   0.2  44.0   13017323.000
14/06/05 21:12     9369933.000     9032863.000       39546.617   0.2  44.0   13014984.000
14/06/05 21:24     9368810.000     9030656.000       39525.594   0.2  43.9   13012645.000
14/06/05 21:36     9367687.000     9028450.000       39504.961   0.2  43.9   13010304.000
14/06/05 21:48     9367153.000     9025632.000       39483.941   0.2  43.9   13007965.000
14/06/05 22:00     9366032.000     9023425.000       39463.309   0.2  43.9   13005626.000
14/06/05 22:12     9364911.000     9021217.000       39442.285   0.2  43.9   13003287.000
14/06/05 22:24     9363787.000     9019011.000       39421.266   0.2  43.9   13000947.000
14/06/05 22:36     9362666.000     9016807.000       39400.633   0.2  43.9   12998609.000
14/06/05 22:48     9361544.000     9014600.000       39379.223   0.2  43.9   12996272.000
14/06/05 23:00     9360420.000     9012395.000       39358.199   0.2  43.9   12993933.000
14/06/05 23:12     9359298.000     9010190.000       39337.566   0.2  43.9   12991595.000
14/06/05 23:24     9358765.000     9007374.000       39316.543   0.2  43.9   12989258.000
14/06/05 23:36     9357641.000     9005168.000       39296.301   0.2  43.9   12986919.000
14/06/05 23:48     9356519.000     9002965.000       39274.891   0.2  43.9   12984581.000
14/06/06 00:00     9355395.000     9000762.000       39253.867   0.2  43.9   12982246.000
14/06/06 00:12     9354273.000     8998557.000       39233.234   0.2  43.9   12979908.000
14/06/06 00:24     9353151.000     8996352.000       39212.605   0.2  43.9   12977570.000
14/06/06 00:36     9352029.000     8994147.000       39191.191   0.2  43.9   12975233.000
14/06/06 00:48     9351494.000     8991335.000       39170.172   0.2  43.9   12972897.000
14/06/06 01:00     9350369.000     8989132.000       39149.539   0.2  43.9   12970561.000
14/06/06 01:12     9349247.000     8986927.000       39128.516   0.2  43.9   12968224.000
14/06/06 01:24     9348122.000     8984726.000       39107.496   0.2  43.9   12965888.000
14/06/06 01:36     9346999.000     8982525.000       39086.473   0.2  43.9   12963552.000
14/06/06 01:48     9345878.000     8980322.000       39065.453   0.2  43.9   12961217.000
14/06/06 02:00     9344754.000     8978120.000       39044.820   0.2  43.9   12958881.000
14/06/06 02:12     9343631.000     8975919.000       39023.797   0.2  43.9   12956545.000
14/06/06 02:24     9343093.000     8973108.000       39003.164   0.2  43.8   12954210.000
14/06/06 02:36     9341970.000     8970906.000       38982.531   0.2  43.8   12951875.000
14/06/06 02:48     9340849.000     8968704.000       38961.121   0.2  43.8   12949541.000
14/06/06 03:00     9339722.000     8966504.000       38940.098   0.2  43.8   12947205.000
14/06/06 03:12     9338598.000     8964303.000       38919.469   0.2  43.8   12944870.000
14/06/06 03:24     9337477.000     8962103.000       38898.836   0.2  43.8   12942537.000
14/06/06 03:36     9336353.000     8959902.000       38878.203   0.2  43.8   12940204.000
14/06/06 03:48     9335813.000     8957093.000       38856.402   0.2  43.8   12937869.000
14/06/06 04:00     9334689.000     8954895.000       38835.770   0.2  43.8   12935535.000
14/06/06 04:12     9333565.000     8952694.000       38815.137   0.2  43.8   12933200.000
14/06/06 04:24     9332442.000     8950496.000       38793.727   0.2  43.8   12930868.000
14/06/06 04:36     9331317.000     8948296.000       38773.484   0.2  43.8   12928533.000
14/06/06 04:48     9330195.000     8946096.000       38752.070   0.2  43.8   12926202.000
14/06/06 05:00     9329071.000     8943897.000       38731.051   0.2  43.8   12923869.000
14/06/06 05:12     9327945.000     8941701.000       38710.418   0.2  43.8   12921536.000
14/06/06 05:24     9327406.000     8938893.000       38689.785   0.2  43.8   12919203.000
14/06/06 05:36     9326281.000     8936696.000       38668.762   0.2  43.8   12916870.000
14/06/06 05:48     9325158.000     8934497.000       38647.742   0.2  43.8   12914539.000
14/06/06 06:00     9324032.000     8932302.000       38626.328   0.2  43.8   12912207.000
14/06/06 06:12     9322909.000     8930104.000       38605.309   0.2  43.8   12909875.000
14/06/06 06:24     9321784.000     8927907.000       38584.676   0.2  43.8   12907544.000
14/06/06 06:36     9320661.000     8925710.000       38564.043   0.2  43.8   12905212.000
14/06/06 06:48     9320118.000     8922905.000       38543.023   0.2  43.8   12902881.000
14/06/06 07:00     9318994.000     8920709.000       38521.609   0.2  43.7   12900550.000
14/06/06 07:12     9317869.000     8918514.000       38500.977   0.2  43.7   12898218.000
14/06/06 07:24     9316745.000     8916317.000       38480.344   0.2  43.7   12895887.000
14/06/06 07:36     9315620.000     8914122.000       38458.934   0.2  43.7   12893558.000
14/06/06 07:48     9314495.000     8911927.000       38438.301   0.2  43.7   12891228.000
14/06/06 08:00     9313371.000     8909731.000       38417.281   0.2  43.7   12888897.000
14/06/06 08:12     9312244.000     8907536.000       38396.648   0.2  43.7   12886566.000
14/06/06 08:24     9311702.000     8904734.000       38375.238   0.2  43.7   12884237.000
14/06/06 08:36     9310577.000     8902539.000       38355.383   0.2  43.7   12881906.000
14/06/06 08:48     9309452.000     8900345.000       38333.973   0.2  43.7   12879578.000
14/06/06 09:00     9308327.000     8898151.000       38312.949   0.2  43.7   12877249.000
14/06/06 09:12     9307202.000     8895958.000       38291.930   0.2  43.7   12874919.000
14/06/06 09:24     9306076.000     8893764.000       38270.516   0.2  43.7   12872590.000
14/06/06 09:36     9304952.000     8891572.000       38249.883   0.2  43.7   12870262.000
14/06/06 09:48     9304407.000     8888772.000       38229.254   0.2  43.7   12867932.000
14/06/06 10:00     9303281.000     8886578.000       38208.621   0.2  43.7   12865604.000
14/06/06 10:12     9302156.000     8884386.000       38187.988   0.2  43.7   12863276.000
14/06/06 10:24     9301030.000     8882194.000       38166.965   0.2  43.7   12860948.000
14/06/06 10:36     9299905.000     8880000.000       38145.945   0.2  43.7   12858620.000
14/06/06 10:48     9298780.000     8877809.000       38124.145   0.2  43.7   12856293.000
14/06/06 11:00     9297654.000     8875620.000       38103.512   0.2  43.7   12853965.000
14/06/06 11:12     9296528.000     8873426.000       38082.879   0.2  43.7   12851638.000
14/06/06 11:24     9295981.000     8870629.000       38062.246   0.2  43.7   12849310.000
14/06/06 11:36     9294858.000     8868438.000       38041.223   0.2  43.7   12846985.000
14/06/06 11:48     9293729.000     8866247.000       38020.590   0.2  43.7   12844657.000
14/06/06 12:00     9292605.000     8864056.000       37999.570   0.2  43.6   12842330.000
14/06/06 12:12     9291478.000     8861866.000       37978.160   0.2  43.6   12840004.000
14/06/06 12:24     9290352.000     8859678.000       37957.137   0.2  43.6   12837677.000
14/06/06 12:36     9289226.000     8857487.000       37936.504   0.2  43.6   12835351.000
14/06/06 12:48     9288680.000     8854691.000       37915.484   0.2  43.6   12833026.000
14/06/06 13:00     9287553.000     8852501.000       37894.852   0.2  43.6   12830700.000
14/06/06 13:12     9286425.000     8850313.000       37874.219   0.2  43.6   12828374.000
14/06/06 13:24     9285299.000     8848124.000       37852.809   0.2  43.6   12826049.000
14/06/06 13:36     9284175.000     8845935.000       37831.785   0.2  43.6   12823724.000
14/06/06 13:48     9283048.000     8843747.000       37810.762   0.2  43.6   12821399.000
14/06/06 14:00     9281922.000     8841558.000       37790.129   0.2  43.6   12819075.000
14/06/06 14:12     9280796.000     8839371.000       37769.500   0.2  43.6   12816750.000
14/06/06 14:24     9280246.000     8836576.000       37748.867   0.2  43.6   12814424.000
14/06/06 14:36     9279119.000     8834390.000       37727.453   0.2  43.6   12812100.000
14/06/06 14:48     9277991.000     8832203.000       37706.043   0.2  43.6   12809776.000
14/06/06 15:00     9276866.000     8830015.000       37685.410   0.2  43.6   12807452.000
14/06/06 15:12     9275738.000     8827830.000       37664.777   0.2  43.6   12805128.000
14/06/06 15:24     9274612.000     8825643.000       37643.758   0.2  43.6   12802805.000
14/06/06 15:36     9273485.000     8823456.000       37623.125   0.2  43.6   12800482.000
14/06/06 15:48     9272935.000     8820664.000       37602.102   0.2  43.6   12798158.000
14/06/06 16:00     9271806.000     8818479.000       37581.859   0.2  43.6   12795835.000
14/06/06 16:12     9270682.000     8816293.000       37560.059   0.2  43.6   12793514.000
14/06/06 16:24     9269553.000     8814108.000       37538.648   0.2  43.6   12791190.000
14/06/06 16:36     9268426.000     8811926.000       37518.793   0.2  43.6   12788867.000
14/06/06 16:48     9267301.000     8809737.000       37497.383   0.2  43.6   12786545.000
14/06/06 17:00     9266172.000     8807553.000       37475.973   0.2  43.5   12784223.000
14/06/06 17:12     9265044.000     8805369.000       37455.340   0.2  43.5   12781901.000
14/06/06 17:24     9264492.000     8802580.000       37434.707   0.2  43.5   12779579.000
14/06/06 17:36     9263366.000     8800396.000       37413.684   0.2  43.5   12777258.000
14/06/06 17:48     9262239.000     8798212.000       37393.055   0.2  43.5   12774937.000
14/06/06 18:00     9261110.000     8796029.000       37372.031   0.2  43.5   12772615.000
14/06/06 18:12     9259984.000     8793845.000       37351.008   0.2  43.5   12770294.000
14/06/06 18:24     9258858.000     8791662.000       37329.988   0.2  43.5   12767974.000
14/06/06 18:36     9257727.000     8789482.000       37309.355   0.2  43.5   12765654.000
14/06/06 18:48     9257174.000     8786695.000       37288.332   0.2  43.5   12763333.000
14/06/06 19:00     9256046.000     8784511.000       37267.699   0.2  43.5   12761011.000
14/06/06 19:12     9254920.000     8782328.000       37247.070   0.2  43.5   12758692.000
14/06/06 19:24     9253791.000     8780148.000       37225.270   0.2  43.5   12756372.000
14/06/06 19:36     9252665.000     8777967.000       37204.637   0.2  43.5   12754052.000
14/06/06 19:48     9251538.000     8775783.000       37183.227   0.2  43.5   12751733.000
14/06/06 20:00     9250408.000     8773603.000       37163.371   0.2  43.5   12749413.000
14/06/06 20:12     9249281.000     8771422.000       37141.570   0.2  43.5   12747095.000
14/06/06 20:24     9248724.000     8768637.000       37120.938   0.2  43.5   12744775.000
14/06/06 20:36     9247596.000     8766456.000       37100.305   0.2  43.5   12742457.000
14/06/06 20:48     9246468.000     8764276.000       37079.285   0.2  43.5   12740137.000
14/06/06 21:00     9245341.000     8762097.000       37057.871   0.2  43.5   12737820.000
14/06/06 21:12     9244212.000     8759917.000       37037.238   0.2  43.5   12735501.000
14/06/06 21:24     9243084.000     8757737.000       37016.609   0.2  43.5   12733183.000
14/06/06 21:36     9241957.000     8755557.000       36995.195   0.2  43.5   12730865.000
14/06/06 21:48     9241398.000     8752775.000       36974.562   0.2  43.4   12728547.000
14/06/06 22:00     9240271.000     8750596.000       36953.934   0.2  43.4   12726229.000
14/06/06 22:12     9239143.000     8748418.000       36932.520   0.2  43.4   12723912.000
14/06/06 22:24     9238014.000     8746241.000       36911.887   0.2  43.4   12721595.000
14/06/06 22:36     9236886.000     8744060.000       36890.477   0.2  43.4   12719278.000
14/06/06 22:48     9235756.000     8741886.000       36869.457   0.2  43.4   12716962.000
14/06/06 23:00     9234627.000     8739706.000       36848.824   0.2  43.4   12714645.000
14/06/06 23:12     9233501.000     8737528.000       36827.801   0.2  43.4   12712328.000
14/06/06 23:24     9232943.000     8734748.000       36807.168   0.2  43.4   12710012.000
14/06/06 23:36     9231812.000     8732572.000       36785.758   0.2  43.4   12707696.000
14/06/06 23:48     9230683.000     8730394.000       36765.516   0.2  43.4   12705379.000
14/06/07 00:00     9229555.000     8728218.000       36744.492   0.2  43.4   12703063.000
14/06/07 00:12     9228425.000     8726042.000       36723.859   0.2  43.4   12700749.000
14/06/07 00:24     9227298.000     8723865.000       36702.449   0.2  43.4   12698433.000
14/06/07 00:36     9226170.000     8721690.000       36681.426   0.2  43.4   12696118.000
14/06/07 00:48     9225610.000     8718912.000       36660.406   0.2  43.4   12693803.000
14/06/07 01:00     9224481.000     8716737.000       36639.773   0.2  43.4   12691489.000
14/06/07 01:12     9223347.000     8714562.000       36619.141   0.2  43.4   12689173.000
14/06/07 01:24     9222221.000     8712386.000       36597.730   0.2  43.4   12686859.000
14/06/07 01:36     9221092.000     8710212.000       36577.098   0.2  43.4   12684545.000
14/06/07 01:48     9219962.000     8708039.000       36555.297   0.2  43.4   12682231.000
14/06/07 02:00     9218833.000     8705863.000       36535.055   0.2  43.4   12679916.000
14/06/07 02:12     9217704.000     8703691.000       36514.031   0.2  43.4   12677603.000
14/06/07 02:24     9217142.000     8700915.000       36493.012   0.2  43.3   12675290.000
14/06/07 02:36     9216012.000     8698740.000       36472.766   0.2  43.3   12672975.000
14/06/07 02:48     9214882.000     8696568.000       36451.746   0.2  43.3   12670663.000
14/06/07 03:00     9213754.000     8694394.000       36429.945   0.2  43.3   12668350.000
14/06/07 03:12     9212625.000     8692223.000       36409.312   0.2  43.3   12666037.000
14/06/07 03:24     9211494.000     8690051.000       36388.289   0.2  43.3   12663725.000
14/06/07 03:36     9210365.000     8687878.000       36367.270   0.2  43.3   12661412.000
14/06/07 03:48     9209801.000     8685104.000       36347.027   0.2  43.3   12659099.000
14/06/07 04:00     9208672.000     8682932.000       36325.613   0.2  43.3   12656787.000
14/06/07 04:12     9207540.000     8680761.000       36304.594   0.2  43.3   12654476.000
14/06/07 04:24     9206413.000     8678588.000       36283.961   0.2  43.3   12652163.000
14/06/07 04:36     9205282.000     8676418.000       36263.328   0.2  43.3   12649853.000
14/06/07 04:48     9204152.000     8674247.000       36241.527   0.2  43.3   12647542.000
14/06/07 05:00     9203022.000     8672078.000       36220.504   0.2  43.3   12645231.000
14/06/07 05:12     9201893.000     8669904.000       36199.484   0.2  43.3   12642919.000
14/06/07 05:24     9201327.000     8667135.000       36178.852   0.2  43.3   12640608.000
14/06/07 05:36     9200196.000     8664966.000       36158.219   0.2  43.3   12638298.000
14/06/07 05:48     9199067.000     8662794.000       36137.195   0.2  43.3   12635987.000
14/06/07 06:00     9197937.000     8660626.000       36116.566   0.2  43.3   12633677.000
14/06/07 06:12     9196806.000     8658457.000       36095.543   0.2  43.3   12631367.000
14/06/07 06:24     9195675.000     8656287.000       36074.520   0.2  43.3   12629057.000
14/06/07 06:36     9194546.000     8654119.000       36053.887   0.2  43.3   12626747.000
14/06/07 06:48     9193979.000     8651351.000       36032.867   0.2  43.3   12624437.000
14/06/07 07:00     9192849.000     8649182.000       36011.844   0.2  43.3   12622128.000
14/06/07 07:12     9191720.000     8647014.000       35990.434   0.2  43.3   12619819.000
14/06/07 07:24     9190587.000     8644847.000       35970.191   0.2  43.2   12617510.000
14/06/07 07:36     9189457.000     8642678.000       35949.168   0.2  43.2   12615201.000
14/06/07 07:48     9188325.000     8640511.000       35928.535   0.2  43.2   12612892.000
14/06/07 08:00     9187195.000     8638343.000       35907.516   0.2  43.2   12610584.000
14/06/07 08:12     9186065.000     8636177.000       35886.883   0.2  43.2   12608275.000
14/06/07 08:24     9185499.000     8633411.000       35865.859   0.2  43.2   12605968.000
14/06/07 08:36     9184367.000     8631243.000       35845.227   0.2  43.2   12603660.000
14/06/07 08:48     9183235.000     8629079.000       35824.207   0.2  43.2   12601351.000
14/06/07 09:00     9182105.000     8626911.000       35803.574   0.2  43.2   12599044.000
14/06/07 09:12     9180974.000     8624746.000       35781.773   0.2  43.2   12596738.000
14/06/07 09:24     9179843.000     8622580.000       35761.141   0.2  43.2   12594430.000
14/06/07 09:36     9178710.000     8620416.000       35740.121   0.2  43.2   12592124.000
14/06/07 09:48     9178143.000     8617652.000       35719.098   0.2  43.2   12589817.000
14/06/07 10:00     9177011.000     8615486.000       35698.465   0.2  43.2   12587510.000
14/06/07 10:12     9175879.000     8613321.000       35677.441   0.2  43.2   12585203.000
14/06/07 10:24     9174746.000     8611158.000       35656.422   0.2  43.2   12582897.000
14/06/07 10:36     9173618.000     8608992.000       35635.398   0.2  43.2   12580591.000
14/06/07 10:48     9172485.000     8606829.000       35614.766   0.2  43.2   12578285.000
14/06/07 11:00     9171354.000     8604665.000       35593.746   0.2  43.2   12575980.000
14/06/07 11:12     9170221.000     8602504.000       35572.723   0.2  43.2   12573674.000
14/06/07 11:24     9169650.000     8599742.000       35551.703   0.2  43.2   12571369.000
14/06/07 11:36     9168521.000     8597577.000       35530.680   0.2  43.2   12569064.000
14/06/07 11:48     9167390.000     8595415.000       35509.270   0.2  43.2   12566759.000
14/06/07 12:00     9166256.000     8593254.000       35488.637   0.2  43.2   12564455.000
14/06/07 12:12     9165126.000     8591090.000       35467.613   0.2  43.1   12562149.000
14/06/07 12:24     9163993.000     8588928.000       35447.371   0.2  43.1   12559845.000
14/06/07 12:36     9162861.000     8586766.000       35425.570   0.2  43.1   12557541.000
14/06/07 12:48     9162289.000     8584007.000       35405.328   0.2  43.1   12555237.000
14/06/07 13:00     9161156.000     8581847.000       35384.305   0.2  43.1   12552934.000
14/06/07 13:12     9160024.000     8579685.000       35363.676   0.2  43.1   12550629.000
14/06/07 13:24     9158894.000     8577525.000       35342.262   0.2  43.1   12548327.000
14/06/07 13:36     9157761.000     8575364.000       35320.852   0.2  43.1   12546023.000
14/06/07 13:48     9156630.000     8573202.000       35300.219   0.2  43.1   12543721.000
14/06/07 14:00     9155497.000     8571043.000       35279.199   0.2  43.1   12541418.000
14/06/07 14:12     9154365.000     8568883.000       35258.176   0.2  43.1   12539115.000
14/06/07 14:24     9153792.000     8566125.000       35237.152   0.2  43.1   12536811.000
14/06/07 14:36     9152660.000     8563966.000       35216.523   0.2  43.1   12534509.000
14/06/07 14:48     9151527.000     8561806.000       35195.891   0.2  43.1   12532207.000
14/06/07 15:00     9150395.000     8559647.000       35174.477   0.2  43.1   12529905.000
14/06/07 15:12     9149260.000     8557491.000       35153.457   0.2  43.1   12527603.000
14/06/07 15:24     9148130.000     8555331.000       35132.824   0.2  43.1   12525302.000
14/06/07 15:36     9146998.000     8553173.000       35111.414   0.2  43.1   12523001.000
14/06/07 15:48     9146423.000     8550416.000       35090.391   0.2  43.1   12520699.000
14/06/07 16:00     9145290.000     8548262.000       35070.148   0.2  43.1   12518399.000
14/06/07 16:12     9144158.000     8546101.000       35048.738   0.2  43.1   12516098.000
14/06/07 16:24     9143023.000     8543946.000       35027.324   0.2  43.1   12513797.000
14/06/07 16:36     9141889.000     8541788.000       35007.082   0.2  43.1   12511495.000
14/06/07 16:48     9140759.000     8539630.000       34986.449   0.2  43.1   12509195.000
14/06/07 17:00     9139625.000     8537474.000       34965.039   0.2  43.0   12506895.000
14/06/07 17:12     9138493.000     8535318.000       34944.016   0.2  43.0   12504595.000
14/06/07 17:24     9137915.000     8532566.000       34923.383   0.2  43.0   12502297.000
14/06/07 17:36     9136783.000     8530408.000       34902.363   0.2  43.0   12499995.000
14/06/07 17:48     9135649.000     8528255.000       34881.340   0.2  43.0   12497696.000
14/06/07 18:00     9134516.000     8526100.000       34860.320   0.2  43.0   12495399.000
14/06/07 18:12     9133383.000     8523945.000       34838.910   0.2  43.0   12493099.000
14/06/07 18:24     9132250.000     8521789.000       34818.664   0.2  43.0   12490800.000
14/06/07 18:36     9131118.000     8519634.000       34797.254   0.2  43.0   12488502.000
14/06/07 18:48     9130539.000     8516884.000       34776.230   0.2  43.0   12486204.000
14/06/07 19:00     9129406.000     8514730.000       34755.602   0.2  43.0   12483905.000
14/06/07 19:12     9128271.000     8512577.000       34734.578   0.2  43.0   12481607.000
14/06/07 19:24     9127138.000     8510421.000       34713.555   0.2  43.0   12479308.000
14/06/07 19:36     9126006.000     8508268.000       34692.922   0.2  43.0   12477012.000
14/06/07 19:48     9124872.000     8506115.000       34671.125   0.2  43.0   12474715.000
14/06/07 20:00     9123740.000     8503961.000       34650.879   0.2  43.0   12472417.000
14/06/07 20:12     9122605.000     8501808.000       34629.859   0.2  43.0   12470119.000
14/06/07 20:24     9122025.000     8499061.000       34609.617   0.2  43.0   12467822.000
14/06/07 20:36     9120891.000     8496909.000       34588.203   0.2  43.0   12465525.000
14/06/07 20:48     9119757.000     8494756.000       34566.793   0.2  43.0   12463228.000
14/06/07 21:00     9118623.000     8492605.000       34546.160   0.2  43.0   12460931.000
14/06/07 21:12     9117490.000     8490453.000       34524.750   0.2  43.0   12458636.000
14/06/07 21:24     9116357.000     8488302.000       34504.117   0.2  43.0   12456340.000
14/06/07 21:36     9115221.000     8486150.000       34483.484   0.2  43.0   12454044.000
14/06/07 21:48     9114642.000     8483404.000       34462.074   0.2  42.9   12451749.000
14/06/07 22:00     9113508.000     8481255.000       34440.664   0.2  42.9   12449454.000
14/06/07 22:12     9112373.000     8479106.000       34420.031   0.2  42.9   12447158.000
14/06/07 22:24     9111240.000     8476952.000       34399.398   0.2  42.9   12444863.000
14/06/07 22:36     9110105.000     8474803.000       34377.988   0.2  42.9   12442568.000
14/06/07 22:48     9108970.000     8472654.000       34357.355   0.2  42.9   12440273.000
