    User: glassfish
    Date: Wed 19-Feb-2014 (050) 18:49:03
  Status: request completed successfully


GROUP 1    Satellite   Resolution   Factor
            isee3         720         1

           Start Time           Stop Time 
           2014  50  0.00000    2014 223  0.00000


 Coord/            Min/Max          Range Filter              Filter
Component   Output Markers      Minimum         Maximum      Mins/Maxes
GSE X        YES      -           -               -               -   
GSE Y        YES      -           -               -               -   
GSE Z        YES      -           -               -               -   
GSE Lat      YES      -           -               -               -   
GSE Lon      YES      -           -               -               -   


Addtnl             Min/Max          Range Filter              Filter
Options     Output Markers      Minimum         Maximum      Mins/Maxes
dEarth       YES      -           -               -               -   

Output - File: 
         lines per page: 0
 
Formats and units:
    Day/Time format: YY/MM/DD HH:MM
    Degrees/Hemisphere format: Decimal degrees with 1 place(s).
        Longitude 0 to 360, latitude -90 to 90.
    Distance format: Kilometers with 3 place(s).

isee3
      Time                         GSE (km)                        GSE         Radius    
yy/mm/dd hh:mm        X               Y               Z         Lat   Long      (km)     
14/02/28 17:36    13529027.000    41133184.000      118046.570   0.2  71.8   43301124.000
14/02/28 17:48    13529139.000    41131212.000      118057.469   0.2  71.8   43299288.000
14/02/28 18:00    13529325.000    41129224.000      118068.367   0.2  71.8   43297452.000
14/02/28 18:12    13529476.000    41127236.000      118082.383   0.2  71.8   43295612.000
14/02/28 18:24    13529625.000    41125256.000      118092.508   0.2  71.8   43293776.000
14/02/28 18:36    13529773.000    41123268.000      118106.516   0.2  71.8   43291940.000
14/02/28 18:48    13532774.000    41120348.000      118118.977   0.2  71.8   43290096.000
14/02/28 19:00    13532923.000    41118364.000      118128.320   0.2  71.8   43288264.000
14/02/28 19:12    13533093.000    41116368.000      118141.555   0.2  71.8   43286428.000
14/02/28 19:24    13533241.000    41114384.000      118154.016   0.2  71.8   43284584.000
14/02/28 19:36    13533409.000    41112396.000      118164.914   0.2  71.8   43282748.000
14/02/28 19:48    13533552.000    41110412.000      118175.812   0.2  71.8   43280912.000
14/02/28 20:00    13533707.000    41108424.000      118189.828   0.2  71.8   43279072.000
14/02/28 20:12    13533858.000    41106440.000      118200.727   0.2  71.8   43277228.000
14/02/28 20:24    13536815.000    41103524.000      118213.188   0.2  71.8   43275388.000
14/02/28 20:36    13536956.000    41101540.000      118224.086   0.2  71.8   43273548.000
14/02/28 20:48    13537129.000    41099544.000      118235.766   0.2  71.8   43271708.000
14/02/28 21:00    13537296.000    41097552.000      118249.000   0.2  71.8   43269868.000
14/02/28 21:12    13537441.000    41095568.000      118259.898   0.2  71.8   43268028.000
14/02/28 21:24    13537592.000    41093580.000      118272.359   0.2  71.8   43266188.000
14/02/28 21:36    13537761.000    41091584.000      118284.039   0.2  71.8   43264344.000
14/02/28 21:48    13540697.000    41088680.000      118294.156   0.2  71.8   43262500.000
14/02/28 22:00    13540885.000    41086676.000      118307.391   0.2  71.8   43260660.000
14/02/28 22:12    13541033.000    41084692.000      118319.070   0.2  71.8   43258820.000
14/02/28 22:24    13541158.000    41082708.000      118329.195   0.2  71.8   43256972.000
14/02/28 22:36    13541329.000    41080708.000      118342.430   0.2  71.8   43255132.000
14/02/28 22:48    13541478.000    41078716.000      118354.109   0.2  71.8   43253288.000
14/02/28 23:00    13541622.000    41076732.000      118365.789   0.2  71.8   43251444.000
14/02/28 23:12    13541771.000    41074748.000      118377.469   0.2  71.8   43249604.000
14/02/28 23:24    13544723.000    41071824.000      118389.148   0.2  71.7   43247756.000
14/02/28 23:36    13544913.000    41069824.000      118400.047   0.2  71.7   43245912.000
14/02/28 23:48    13545063.000    41067828.000      118412.500   0.2  71.7   43244064.000
14/03/01 00:00    13545186.000    41065844.000      118424.180   0.2  71.7   43242220.000
14/03/01 00:12    13545356.000    41063848.000      118436.641   0.2  71.7   43240376.000
14/03/01 00:24    13545524.000    41061848.000      118449.094   0.2  71.7   43238532.000
14/03/01 00:36    13545647.000    41059860.000      118459.992   0.2  71.7   43236684.000
14/03/01 00:48    13548623.000    41056936.000      118471.672   0.2  71.7   43234836.000
14/03/01 01:00    13548767.000    41054940.000      118484.133   0.2  71.7   43232992.000
14/03/01 01:12    13548915.000    41052944.000      118496.586   0.2  71.7   43231140.000
14/03/01 01:24    13549084.000    41050948.000      118507.492   0.2  71.7   43229296.000
14/03/01 01:36    13549227.000    41048956.000      118517.609   0.2  71.7   43227448.000
14/03/01 01:48    13549372.000    41046956.000      118530.070   0.2  71.7   43225600.000
14/03/01 02:00    13549524.000    41044964.000      118541.750   0.2  71.7   43223752.000
14/03/01 02:12    13549669.000    41042972.000      118552.648   0.2  71.7   43221908.000
14/03/01 02:24    13552601.000    41040052.000      118565.883   0.2  71.7   43220056.000
14/03/01 02:36    13552788.000    41038048.000      118576.781   0.2  71.7   43218208.000
14/03/01 02:48    13552933.000    41036044.000      118590.023   0.2  71.7   43216352.000
14/03/01 03:00    13553062.000    41034064.000      118600.141   0.2  71.7   43214508.000
14/03/01 03:12    13553246.000    41032048.000      118611.820   0.2  71.7   43212660.000
14/03/01 03:24    13553391.000    41030048.000      118625.055   0.2  71.7   43210808.000
14/03/01 03:36    13553537.000    41028056.000      118635.180   0.2  71.7   43208952.000
14/03/01 03:48    13556493.000    41025128.000      118646.859   0.2  71.7   43207108.000
14/03/01 04:00    13556617.000    41023136.000      118658.531   0.2  71.7   43205256.000
14/03/01 04:12    13556781.000    41021132.000      118670.211   0.2  71.7   43203404.000
14/03/01 04:24    13556930.000    41019136.000      118683.453   0.2  71.7   43201552.000
14/03/01 04:36    13557073.000    41017140.000      118694.352   0.2  71.7   43199700.000
14/03/01 04:48    13557218.000    41015140.000      118704.469   0.2  71.7   43197848.000
14/03/01 05:00    13557407.000    41013124.000      118716.930   0.2  71.7   43196000.000
14/03/01 05:12    13557509.000    41011144.000      118729.383   0.2  71.7   43194144.000
14/03/01 05:24    13560484.000    41008204.000      118740.289   0.2  71.7   43192292.000
14/03/01 05:36    13560625.000    41006204.000      118752.742   0.2  71.7   43190432.000
14/03/01 05:48    13560775.000    41004208.000      118762.867   0.2  71.7   43188584.000
14/03/01 06:00    13560918.000    41002208.000      118775.320   0.2  71.7   43186728.000
14/03/01 06:12    13561063.000    41000208.000      118786.227   0.2  71.7   43184872.000
14/03/01 06:24    13561209.000    40998204.000      118797.898   0.2  71.7   43183020.000
14/03/01 06:36    13561354.000    40996204.000      118810.359   0.2  71.7   43181164.000
14/03/01 06:48    13564283.000    40993280.000      118822.039   0.2  71.7   43179308.000
14/03/01 07:00    13564428.000    40991276.000      118833.719   0.2  71.7   43177456.000
14/03/01 07:12    13564612.000    40989260.000      118844.617   0.2  71.7   43175600.000
14/03/01 07:24    13564716.000    40987268.000      118856.297   0.2  71.7   43173744.000
14/03/01 07:36    13564862.000    40985264.000      118868.750   0.2  71.7   43171884.000
14/03/01 07:48    13565048.000    40983248.000      118878.875   0.2  71.7   43170028.000
14/03/01 08:00    13565191.000    40981244.000      118890.555   0.2  71.7   43168172.000
14/03/01 08:12    13565334.000    40979240.000      118902.234   0.2  71.7   43166316.000
14/03/01 08:24    13568288.000    40976304.000      118915.469   0.2  71.7   43164456.000
14/03/01 08:36    13568427.000    40974304.000      118927.148   0.2  71.7   43162600.000
14/03/01 08:48    13568533.000    40972308.000      118937.266   0.2  71.7   43160740.000
14/03/01 09:00    13568715.000    40970292.000      118947.391   0.2  71.7   43158884.000
14/03/01 09:12    13568863.000    40968288.000      118960.625   0.2  71.7   43157024.000
14/03/01 09:24    13568969.000    40966300.000      118971.523   0.2  71.7   43155168.000
14/03/01 09:36    13569149.000    40964276.000      118983.203   0.2  71.7   43153312.000
14/03/01 09:48    13572080.000    40961352.000      118994.883   0.2  71.7   43151448.000
14/03/01 10:00    13572240.000    40959332.000      119007.344   0.2  71.7   43149588.000
14/03/01 10:12    13572346.000    40957336.000      119019.016   0.2  71.7   43147724.000
14/03/01 10:24    13572528.000    40955316.000      119029.922   0.2  71.7   43145864.000
14/03/01 10:36    13572676.000    40953308.000      119042.375   0.2  71.7   43144004.000
14/03/01 10:48    13572815.000    40951300.000      119054.055   0.2  71.7   43142144.000
14/03/01 11:00    13572961.000    40949296.000      119064.953   0.2  71.7   43140284.000
14/03/01 11:12    13573106.000    40947284.000      119075.859   0.2  71.7   43138420.000
14/03/01 11:24    13576012.000    40944360.000      119087.531   0.2  71.7   43136560.000
14/03/01 11:36    13576156.000    40942348.000      119099.992   0.2  71.7   43134696.000
14/03/01 11:48    13576339.000    40940324.000      119110.117   0.2  71.7   43132832.000
14/03/01 12:00    13576443.000    40938328.000      119121.789   0.2  71.7   43130972.000
14/03/01 12:12    13576586.000    40936316.000      119133.469   0.2  71.7   43129108.000
14/03/01 12:24    13576748.000    40934304.000      119142.812   0.2  71.7   43127244.000
14/03/01 12:36    13576868.000    40932300.000      119156.828   0.2  71.6   43125384.000
14/03/01 12:48    13579813.000    40929356.000      119166.953   0.2  71.6   43123520.000
14/03/01 13:00    13579979.000    40927336.000      119180.188   0.2  71.6   43121652.000
14/03/01 13:12    13580119.000    40925324.000      119191.867   0.2  71.6   43119788.000
14/03/01 13:24    13580244.000    40923320.000      119202.766   0.2  71.6   43117928.000
14/03/01 13:36    13580406.000    40921300.000      119213.664   0.2  71.6   43116064.000
14/03/01 13:48    13580527.000    40919292.000      119225.344   0.2  71.6   43114196.000
14/03/01 14:00    13580669.000    40917280.000      119237.023   0.2  71.6   43112324.000
14/03/01 14:12    13580816.000    40915268.000      119247.141   0.2  71.6   43110460.000
14/03/01 14:24    13583755.000    40912320.000      119257.266   0.2  71.6   43108596.000
14/03/01 14:36    13583899.000    40910308.000      119271.281   0.2  71.6   43106724.000
14/03/01 14:48    13584042.000    40908296.000      119281.398   0.2  71.6   43104864.000
14/03/01 15:00    13584167.000    40906284.000      119293.859   0.2  71.6   43102996.000
14/03/01 15:12    13584310.000    40904268.000      119307.094   0.2  71.6   43101128.000
14/03/01 15:24    13584452.000    40902252.000      119316.438   0.2  71.6   43099256.000
14/03/01 15:36    13584571.000    40900248.000      119327.336   0.2  71.6   43097388.000
14/03/01 15:48    13587514.000    40897296.000      119339.797   0.2  71.6   43095520.000
14/03/01 16:00    13587661.000    40895284.000      119352.250   0.2  71.6   43093652.000
14/03/01 16:12    13587799.000    40893268.000      119360.820   0.2  71.6   43091788.000
14/03/01 16:24    13587941.000    40891248.000      119372.500   0.2  71.6   43089916.000
14/03/01 16:36    13588084.000    40889232.000      119385.734   0.2  71.6   43088048.000
14/03/01 16:48    13588203.000    40887220.000      119395.852   0.2  71.6   43086176.000
14/03/01 17:00    13588365.000    40885200.000      119408.312   0.2  71.6   43084304.000
14/03/01 17:12    13588506.000    40883184.000      119420.766   0.2  71.6   43082436.000
14/03/01 17:24    13591428.000    40880236.000      119430.891   0.2  71.6   43080564.000
14/03/01 17:36    13591552.000    40878224.000      119441.789   0.2  71.6   43078692.000
14/03/01 17:48    13591691.000    40876208.000      119451.914   0.2  71.6   43076820.000
14/03/01 18:00    13591811.000    40874188.000      119464.367   0.2  71.6   43074952.000
14/03/01 18:12    13591971.000    40872168.000      119475.273   0.2  71.6   43073080.000
14/03/01 18:24    13592113.000    40870148.000      119489.281   0.2  71.6   43071208.000
14/03/01 18:36    13592219.000    40868140.000      119499.406   0.2  71.6   43069336.000
14/03/01 18:48    13595196.000    40865172.000      119508.750   0.2  71.6   43067460.000
14/03/01 19:00    13595336.000    40863156.000      119521.203   0.2  71.6   43065584.000
14/03/01 19:12    13595458.000    40861140.000      119532.109   0.2  71.6   43063712.000
14/03/01 19:24    13595602.000    40859120.000      119545.344   0.2  71.6   43061844.000
14/03/01 19:36    13595721.000    40857104.000      119554.688   0.2  71.6   43059968.000
14/03/01 19:48    13595862.000    40855080.000      119568.703   0.2  71.6   43058088.000
14/03/01 20:00    13596001.000    40853056.000      119578.039   0.2  71.6   43056216.000
14/03/01 20:12    13596119.000    40851040.000      119588.164   0.2  71.6   43054344.000
14/03/01 20:24    13599061.000    40848088.000      119600.625   0.2  71.6   43052468.000
14/03/01 20:36    13599181.000    40846068.000      119611.523   0.2  71.6   43050592.000
14/03/01 20:48    13599322.000    40844044.000      119623.203   0.2  71.6   43048720.000
14/03/01 21:00    13599463.000    40842020.000      119633.320   0.2  71.6   43046840.000
14/03/01 21:12    13599603.000    40839996.000      119645.000   0.2  71.6   43044964.000
14/03/01 21:24    13599701.000    40837984.000      119657.461   0.2  71.6   43043088.000
14/03/01 21:36    13599881.000    40835944.000      119669.141   0.2  71.6   43041208.000
14/03/01 21:48    13602820.000    40832996.000      119677.703   0.2  71.6   43039336.000
14/03/01 22:00    13602918.000    40830980.000      119690.938   0.2  71.6   43037452.000
14/03/01 22:12    13603060.000    40828956.000      119701.062   0.2  71.6   43035580.000
14/03/01 22:24    13603200.000    40826924.000      119713.516   0.2  71.6   43033700.000
14/03/01 22:36    13603318.000    40824908.000      119724.414   0.2  71.6   43031824.000
14/03/01 22:48    13603479.000    40822872.000      119736.094   0.2  71.6   43029940.000
14/03/01 23:00    13603577.000    40820860.000      119746.992   0.2  71.6   43028064.000
14/03/01 23:12    13603721.000    40818836.000      119758.672   0.2  71.6   43026184.000
14/03/01 23:24    13606658.000    40815872.000      119770.352   0.2  71.6   43024304.000
14/03/01 23:36    13606770.000    40813844.000      119780.477   0.2  71.6   43022424.000
14/03/01 23:48    13606934.000    40811820.000      119792.930   0.2  71.6   43020548.000
14/03/02 00:00    13607055.000    40809792.000      119803.055   0.2  71.6   43018664.000
14/03/02 00:12    13607172.000    40807772.000      119814.734   0.2  71.6   43016784.000
14/03/02 00:24    13607314.000    40805736.000      119825.633   0.2  71.6   43014900.000
14/03/02 00:36    13607449.000    40803712.000      119835.758   0.2  71.6   43013020.000
14/03/02 00:48    13610343.000    40800764.000      119848.992   0.2  71.6   43011140.000
14/03/02 01:00    13610522.000    40798720.000      119858.336   0.2  71.6   43009256.000
14/03/02 01:12    13610621.000    40796704.000      119870.008   0.2  71.6   43007380.000
14/03/02 01:24    13610763.000    40794668.000      119882.469   0.2  71.5   43005496.000
14/03/02 01:36    13610900.000    40792636.000      119891.812   0.2  71.5   43003612.000
14/03/02 01:48    13611039.000    40790608.000      119904.266   0.2  71.5   43001728.000
14/03/02 02:00    13611155.000    40788584.000      119915.945   0.2  71.5   42999844.000
14/03/02 02:12    13611278.000    40786556.000      119927.625   0.2  71.5   42997960.000
14/03/02 02:24    13614212.000    40783588.000      119936.969   0.2  71.5   42996072.000
14/03/02 02:36    13614348.000    40781564.000      119948.648   0.2  71.5   42994192.000
14/03/02 02:48    13614467.000    40779536.000      119958.773   0.2  71.5   42992308.000
14/03/02 03:00    13614586.000    40777508.000      119972.008   0.2  71.5   42990424.000
14/03/02 03:12    13614699.000    40775480.000      119982.125   0.2  71.5   42988536.000
14/03/02 03:24    13614860.000    40773436.000      119993.031   0.2  71.5   42986652.000
14/03/02 03:36    13614961.000    40771416.000      120004.703   0.2  71.5   42984768.000
14/03/02 03:48    13617893.000    40768448.000      120016.383   0.2  71.5   42982880.000
14/03/02 04:00    13618033.000    40766416.000      120028.844   0.2  71.5   42980992.000
14/03/02 04:12    13618166.000    40764376.000      120038.961   0.2  71.5   42979108.000
14/03/02 04:24    13618307.000    40762352.000      120049.867   0.2  71.5   42977220.000
14/03/02 04:36    13618404.000    40760316.000      120060.766   0.2  71.5   42975332.000
14/03/02 04:48    13618543.000    40758288.000      120069.328   0.2  71.5   42973444.000
14/03/02 05:00    13618681.000    40756248.000      120081.789   0.2  71.5   42971556.000
14/03/02 05:12    13618815.000    40754216.000      120092.688   0.2  71.5   42969672.000
14/03/02 05:24    13621708.000    40751252.000      120104.367   0.2  71.5   42967780.000
14/03/02 05:36    13621844.000    40749220.000      120116.047   0.2  71.5   42965892.000
14/03/02 05:48    13621979.000    40747180.000      120125.391   0.2  71.5   42964004.000
14/03/02 06:00    13622098.000    40745148.000      120137.844   0.2  71.5   42962116.000
14/03/02 06:12    13622221.000    40743112.000      120150.305   0.2  71.5   42960224.000
14/03/02 06:24    13622358.000    40741076.000      120159.648   0.2  71.5   42958332.000
14/03/02 06:36    13622453.000    40739052.000      120170.547   0.2  71.5   42956444.000
14/03/02 06:48    13625382.000    40736080.000      120182.227   0.2  71.5   42954556.000
14/03/02 07:00    13625520.000    40734036.000      120194.680   0.2  71.5   42952664.000
14/03/02 07:12    13625617.000    40732012.000      120204.023   0.2  71.5   42950772.000
14/03/02 07:24    13625793.000    40729960.000      120216.484   0.2  71.5   42948880.000
14/03/02 07:36    13625892.000    40727932.000      120227.383   0.2  71.5   42946992.000
14/03/02 07:48    13626025.000    40725892.000      120238.281   0.2  71.5   42945100.000
14/03/02 08:00    13626163.000    40723852.000      120248.406   0.2  71.5   42943208.000
14/03/02 08:12    13626279.000    40721816.000      120259.305   0.2  71.5   42941316.000
14/03/02 08:24    13629192.000    40718848.000      120270.984   0.2  71.5   42939420.000
14/03/02 08:36    13629304.000    40716812.000      120281.102   0.2  71.5   42937532.000
14/03/02 08:48    13629423.000    40714780.000      120291.227   0.2  71.5   42935636.000
14/03/02 09:00    13629556.000    40712728.000      120303.680   0.2  71.5   42933740.000
14/03/02 09:12    13629695.000    40710692.000      120315.359   0.2  71.5   42931848.000
14/03/02 09:24    13629788.000    40708664.000      120326.266   0.2  71.5   42929952.000
14/03/02 09:36    13629924.000    40706612.000      120338.719   0.2  71.5   42928060.000
14/03/02 09:48    13632855.000    40703640.000      120348.062   0.2  71.5   42926164.000
14/03/02 10:00    13632948.000    40701604.000      120359.742   0.2  71.5   42924268.000
14/03/02 10:12    13633087.000    40699560.000      120371.422   0.2  71.5   42922372.000
14/03/02 10:24    13633200.000    40697524.000      120380.766   0.2  71.5   42920476.000
14/03/02 10:36    13633317.000    40695488.000      120392.445   0.2  71.5   42918580.000
14/03/02 10:48    13633454.000    40693444.000      120402.562   0.2  71.5   42916684.000
14/03/02 11:00    13633590.000    40691396.000      120414.242   0.2  71.5   42914788.000
14/03/02 11:12    13633686.000    40689360.000      120426.695   0.2  71.5   42912892.000
14/03/02 11:24    13636612.000    40686380.000      120436.039   0.2  71.5   42910992.000
14/03/02 11:36    13636744.000    40684336.000      120446.945   0.2  71.5   42909096.000
14/03/02 11:48    13636844.000    40682304.000      120460.180   0.2  71.5   42907196.000
14/03/02 12:00    13636976.000    40680252.000      120469.523   0.2  71.5   42905300.000
14/03/02 12:12    13637093.000    40678212.000      120479.641   0.2  71.5   42903408.000
14/03/02 12:24    13637207.000    40676168.000      120491.320   0.2  71.5   42901500.000
14/03/02 12:36    13637344.000    40674124.000      120502.219   0.2  71.5   42899604.000
14/03/02 12:48    13640243.000    40671152.000      120512.344   0.2  71.5   42897704.000
14/03/02 13:00    13640363.000    40669108.000      120525.578   0.2  71.5   42895804.000
14/03/02 13:12    13640497.000    40667060.000      120534.922   0.2  71.5   42893908.000
14/03/02 13:24    13640586.000    40665016.000      120545.820   0.2  71.5   42892008.000
14/03/02 13:36    13640726.000    40662976.000      120555.945   0.2  71.5   42890108.000
14/03/02 13:48    13640838.000    40660924.000      120567.625   0.2  71.5   42888204.000
14/03/02 14:00    13640955.000    40658884.000      120578.523   0.2  71.5   42886304.000
14/03/02 14:12    13641051.000    40656844.000      120590.203   0.2  71.5   42884404.000
14/03/02 14:24    13644010.000    40653844.000      120601.102   0.2  71.4   42882504.000
14/03/02 14:36    13644110.000    40651808.000      120611.227   0.2  71.4   42880600.000
14/03/02 14:48    13644241.000    40649756.000      120622.906   0.2  71.4   42878696.000
14/03/02 15:00    13644374.000    40647708.000      120631.469   0.2  71.4   42876796.000
14/03/02 15:12    13644473.000    40645660.000      120644.703   0.2  71.4   42874888.000
14/03/02 15:24    13644606.000    40643612.000      120654.828   0.2  71.4   42872988.000
14/03/02 15:36    13644701.000    40641572.000      120667.281   0.2  71.4   42871084.000
14/03/02 15:48    13647602.000    40638588.000      120677.406   0.2  71.4   42869184.000
14/03/02 16:00    13647713.000    40636548.000      120687.523   0.2  71.4   42867280.000
14/03/02 16:12    13647848.000    40634492.000      120699.203   0.2  71.4   42865376.000
14/03/02 16:24    13647942.000    40632448.000      120710.102   0.2  71.4   42863468.000
14/03/02 16:36    13648077.000    40630396.000      120720.227   0.2  71.4   42861564.000
14/03/02 16:48    13648191.000    40628344.000      120731.906   0.2  71.4   42859660.000
14/03/02 17:00    13648306.000    40626296.000      120742.023   0.2  71.4   42857752.000
14/03/02 17:12    13648437.000    40624244.000      120752.930   0.2  71.4   42855848.000
14/03/02 17:24    13651313.000    40621260.000      120763.828   0.2  71.4   42853940.000
14/03/02 17:36    13651449.000    40619208.000      120774.727   0.2  71.4   42852036.000
14/03/02 17:48    13651567.000    40617156.000      120786.406   0.2  71.4   42850128.000
14/03/02 18:00    13651715.000    40615096.000      120796.523   0.2  71.4   42848224.000
14/03/02 18:12    13651813.000    40613052.000      120808.984   0.2  71.4   42846316.000
14/03/02 18:24    13651944.000    40610992.000      120818.328   0.2  71.4   42844408.000
14/03/02 18:36    13652039.000    40608952.000      120830.008   0.2  71.4   42842500.000
14/03/02 18:48    13654957.000    40605956.000      120840.125   0.2  71.4   42840592.000
14/03/02 19:00    13655047.000    40603912.000      120850.250   0.2  71.4   42838684.000
14/03/02 19:12    13655180.000    40601852.000      120862.703   0.2  71.4   42836772.000
14/03/02 19:24    13655295.000    40599800.000      120873.609   0.2  71.4   42834864.000
14/03/02 19:36    13655409.000    40597748.000      120882.172   0.2  71.4   42832956.000
14/03/02 19:48    13655502.000    40595704.000      120895.406   0.2  71.4   42831044.000
14/03/02 20:00    13655636.000    40593648.000      120903.969   0.2  71.4   42829140.000
14/03/02 20:12    13655745.000    40591588.000      120914.875   0.2  71.4   42827228.000
14/03/02 20:24    13658643.000    40588604.000      120926.547   0.2  71.4   42825316.000
14/03/02 20:36    13658738.000    40586548.000      120939.008   0.2  71.4   42823404.000
14/03/02 20:48    13658867.000    40584492.000      120946.797   0.2  71.4   42821496.000
14/03/02 21:00    13658959.000    40582448.000      120959.250   0.2  71.4   42819584.000
14/03/02 21:12    13659096.000    40580380.000      120970.148   0.2  71.4   42817672.000
14/03/02 21:24    13659203.000    40578328.000      120980.273   0.2  71.4   42815760.000
14/03/02 21:36    13659317.000    40576272.000      120991.953   0.2  71.4   42813844.000
14/03/02 21:48    13662234.000    40573272.000      121002.070   0.2  71.4   42811940.000
14/03/02 22:00    13662325.000    40571224.000      121011.414   0.2  71.4   42810024.000
14/03/02 22:12    13662434.000    40569172.000      121021.539   0.2  71.4   42808112.000
14/03/02 22:24    13662567.000    40567104.000      121033.992   0.2  71.4   42806196.000
14/03/02 22:36    13662681.000    40565048.000      121045.672   0.2  71.4   42804280.000
14/03/02 22:48    13662788.000    40562992.000      121055.016   0.2  71.4   42802368.000
14/03/02 23:00    13662903.000    40560932.000      121067.477   0.2  71.4   42800452.000
14/03/02 23:12    13662995.000    40558880.000      121076.820   0.2  71.4   42798540.000
14/03/02 23:24    13665910.000    40555876.000      121087.719   0.2  71.4   42796624.000
14/03/02 23:36    13666024.000    40553816.000      121100.172   0.2  71.4   42794712.000
14/03/02 23:48    13666116.000    40551772.000      121110.297   0.2  71.4   42792796.000
14/03/03 00:00    13666262.000    40549696.000      121119.641   0.2  71.4   42790880.000
14/03/03 00:12    13666357.000    40547640.000      121132.094   0.2  71.4   42788964.000
14/03/03 00:24    13666446.000    40545588.000      121141.438   0.2  71.4   42787048.000
14/03/03 00:36    13666581.000    40543524.000      121151.562   0.2  71.4   42785132.000
14/03/03 00:48    13669453.000    40540524.000      121162.461   0.2  71.4   42783212.000
14/03/03 01:00    13669545.000    40538480.000      121174.141   0.2  71.4   42781296.000
14/03/03 01:12    13669671.000    40536412.000      121184.258   0.2  71.4   42779376.000
14/03/03 01:24    13669786.000    40534348.000      121195.164   0.2  71.4   42777460.000
14/03/03 01:36    13669896.000    40532284.000      121206.844   0.2  71.4   42775540.000
14/03/03 01:48    13670029.000    40530220.000      121215.406   0.2  71.4   42773628.000
14/03/03 02:00    13670116.000    40528164.000      121227.086   0.2  71.4   42771708.000
14/03/03 02:12    13670248.000    40526092.000      121236.430   0.2  71.4   42769788.000
14/03/03 02:24    13673118.000    40523096.000      121249.664   0.2  71.4   42767868.000
14/03/03 02:36    13673246.000    40521028.000      121259.008   0.2  71.4   42765948.000
14/03/03 02:48    13673339.000    40518976.000      121270.688   0.2  71.4   42764032.000
14/03/03 03:00    13673470.000    40516900.000      121281.586   0.2  71.4   42762104.000
14/03/03 03:12    13673560.000    40514840.000      121291.703   0.2  71.4   42760192.000
14/03/03 03:24    13673671.000    40512784.000      121303.383   0.2  71.3   42758264.000
14/03/03 03:36    13673780.000    40510716.000      121312.727   0.2  71.3   42756344.000
14/03/03 03:48    13676651.000    40507720.000      121323.625   0.2  71.3   42754424.000
14/03/03 04:00    13676778.000    40505644.000      121334.531   0.2  71.3   42752504.000
14/03/03 04:12    13676869.000    40503588.000      121345.430   0.2  71.3   42750584.000
14/03/03 04:24    13676978.000    40501524.000      121354.773   0.2  71.3   42748660.000
14/03/03 04:36    13677092.000    40499456.000      121366.453   0.2  71.3   42746740.000
14/03/03 04:48    13677201.000    40497392.000      121375.797   0.2  71.3   42744816.000
14/03/03 05:00    13677310.000    40495324.000      121387.469   0.2  71.3   42742892.000
14/03/03 05:12    13677439.000    40493248.000      121399.148   0.2  71.3   42740964.000
14/03/03 05:24    13680270.000    40490264.000      121408.492   0.2  71.3   42739044.000
14/03/03 05:36    13680395.000    40488188.000      121418.617   0.2  71.3   42737120.000
14/03/03 05:48    13680507.000    40486120.000      121430.297   0.2  71.3   42735196.000
14/03/03 06:00    13680593.000    40484060.000      121440.414   0.2  71.3   42733272.000
14/03/03 06:12    13680705.000    40481988.000      121451.312   0.2  71.3   42731348.000
14/03/03 06:24    13680836.000    40479916.000      121460.656   0.2  71.3   42729424.000
14/03/03 06:36    13680963.000    40477840.000      121470.781   0.2  71.3   42727496.000
14/03/03 06:48    13683794.000    40474852.000      121483.234   0.2  71.3   42725568.000
14/03/03 07:00    13683923.000    40472768.000      121494.141   0.2  71.3   42723644.000
14/03/03 07:12    13684031.000    40470704.000      121503.484   0.2  71.3   42721716.000
14/03/03 07:24    13684137.000    40468636.000      121513.602   0.2  71.3   42719796.000
14/03/03 07:36    13684244.000    40466564.000      121524.500   0.2  71.3   42717868.000
14/03/03 07:48    13684336.000    40464500.000      121536.180   0.2  71.3   42715940.000
14/03/03 08:00    13684447.000    40462432.000      121545.523   0.2  71.3   42714016.000
14/03/03 08:12    13684570.000    40460352.000      121557.984   0.2  71.3   42712084.000
14/03/03 08:24    13687436.000    40457344.000      121567.328   0.2  71.3   42710156.000
14/03/03 08:36    13687530.000    40455272.000      121578.227   0.2  71.3   42708228.000
14/03/03 08:48    13687654.000    40453192.000      121589.125   0.2  71.3   42706296.000
14/03/03 09:00    13687742.000    40451128.000      121600.023   0.2  71.3   42704368.000
14/03/03 09:12    13687833.000    40449068.000      121610.922   0.2  71.3   42702440.000
14/03/03 09:24    13687961.000    40446988.000      121619.492   0.2  71.3   42700512.000
14/03/03 09:36    13688048.000    40444920.000      121630.391   0.2  71.3   42698584.000
14/03/03 09:48    13690937.000    40441908.000      121642.070   0.2  71.3   42696648.000
14/03/03 10:00    13691023.000    40439836.000      121652.188   0.2  71.3   42694720.000
14/03/03 10:12    13691132.000    40437760.000      121662.312   0.2  71.3   42692792.000
14/03/03 10:24    13691236.000    40435684.000      121672.430   0.2  71.3   42690864.000
14/03/03 10:36    13691323.000    40433616.000      121683.336   0.2  71.3   42688928.000
14/03/03 10:48    13691431.000    40431540.000      121694.234   0.2  71.3   42686996.000
14/03/03 11:00    13691560.000    40429460.000      121704.359   0.2  71.3   42685068.000
14/03/03 11:12    13691684.000    40427376.000      121716.812   0.2  71.3   42683136.000
