Date, Time (UTC), Azimuth (°), Elevation (°), Distance (km)
14/05/23,18:24,98.6216152522,53.8609528876,16897260.1238
14/05/23,18:36,100.887782364,56.3300054503,16894509.6488
14/05/23,18:48,103.377251952,58.7825158166,16891771.2011
14/05/23,19:00,106.140568886,61.20523329,16889041.7301
14/05/23,19:12,109.255690786,63.5921123743,16886324.6656
14/05/23,19:24,112.822383838,65.9306941705,16883620.3237
14/05/23,19:36,116.974463489,68.2036443738,16880928.7982
14/05/23,19:48,121.891363488,70.3864241719,16878250.5535
14/05/23,20:00,127.80967768,72.4437211037,16875582.5103
14/05/23,20:12,135.02594568,74.3245473776,16872930.2765
14/05/23,20:24,143.878161006,75.9583177755,16870291.6899
14/05/23,20:36,154.585281601,77.2436394511,16867666.479
14/05/23,20:48,167.076509959,78.0694795166,16865054.8017
14/05/23,21:00,180.68651175,78.3372785542,16862457.6023
14/05/23,21:12,194.231008181,78.0094197311,16859871.7866
14/05/23,21:24,206.559654337,77.1315121039,16857300.9728
14/05/23,21:36,217.072418277,75.805705915,16854743.6128
14/05/23,21:48,225.744851181,74.1423256472,16852201.8915
14/05/23,22:00,232.813763879,72.2404164214,16849671.2746
14/05/23,22:12,238.617229875,70.1680932743,16847152.9389
14/05/23,22:24,243.44620482,67.9744753338,16844649.2456
14/05/23,22:36,247.531078468,65.6935715712,16842159.7737
14/05/23,22:48,251.046092057,63.3490460285,16839679.8954
14/05/23,23:00,254.12104249,60.9576485462,16837214.4906
14/05/23,23:12,256.852836235,58.5314313409,16834758.1377
14/05/23,23:24,259.317230279,56.0761909348,16832316.6525
14/05/23,23:36,261.563333673,53.6049865595,16829884.5026
14/05/23,23:48,263.637140075,51.1199116278,16827463.4086
14/05/24,00:00,265.572016877,48.6250860597,16825053.041
14/05/24,00:12,267.394375972,46.123945829,16822650.6184
14/05/24,00:24,269.125517616,43.6192465029,16820257.9121
14/05/24,00:36,270.782738635,41.1134427551,16817875.2522
14/05/24,00:48,272.382428723,38.6053958566,16815499.9887
14/05/24,01:00,273.932496889,36.1034593416,16813131.2179
14/05/24,01:12,275.445268878,33.6061304372,16810770.7865
14/05/24,01:24,276.929578084,31.1150172341,16808416.1433
14/05/24,01:36,278.393125964,28.6317219721,16806067.0481
14/05/24,01:48,279.842794066,26.1577225071,16803723.3537
14/05/24,02:00,281.284737119,23.6945815081,16801381.7824
14/05/24,02:12,282.72462838,21.2437673718,16799047.1865
14/05/24,02:24,284.169544454,18.8037710545,16796711.5456
14/05/24,02:36,285.620741222,16.3823962357,16794381.8293
14/05/24,02:48,287.084729929,13.9782335664,16792052.9629
14/05/24,03:00,288.566069849,11.5929934271,16789724.607
14/05/24,03:12,290.069156484,9.22857368495,16787395.2354
14/05/24,03:24,291.598368665,6.88690806042,16785064.6073
14/05/24,03:36,293.158017951,4.57014036833,16782735.2301
14/05/24,03:48,294.754517742,2.27760089909,16780402.4663
14/05/24,04:00,296.388170789,0.0175652262633,16778066.6758
14/05/24,04:12,298.065386909,-2.21025870076,16775728.1175
14/05/24,04:24,299.79068425,-4.40309152174,16773383.9696
14/05/24,04:36,301.568577129,-6.55783307047,16771036.6265
14/05/24,04:48,303.403705732,-8.67123253949,16768683.6398
14/05/24,05:00,305.300694403,-10.7396808675,16766324.6741
14/05/24,05:12,307.264253742,-12.7593646524,16763958.3564
14/05/24,05:24,309.301655746,-14.7285847956,16761586.2673
14/05/24,05:36,311.412309912,-16.6378641758,16759205.6297
14/05/24,05:48,313.60315145,-18.4849140751,16756815.7864
14/05/24,06:00,315.878415155,-20.2646515181,16754416.9127
14/05/24,06:12,318.241849219,-21.9715818963,16752009.4395
14/05/24,06:24,320.696799111,-23.599952837,16749591.4635
14/05/24,06:36,323.24585157,-25.1436790286,16747163.3685
14/05/24,06:48,325.894219871,-26.5982466143,16744723.8134
14/05/24,07:00,328.635837721,-27.953416719,16742275.4614
14/05/24,07:12,331.473378012,-29.2044507907,16739811.3428
14/05/24,07:24,334.404797854,-30.3447159593,16737337.6394
14/05/24,07:36,337.426276445,-31.3676290451,16734849.6973
14/05/24,07:48,340.532259549,-32.2668978262,16732353.1471
14/05/24,08:00,343.715170931,-33.0365625781,16729841.9252
14/05/24,08:12,346.965588729,-33.6712669726,16727317.3325
14/05/24,08:24,350.276493153,-34.1668886522,16724777.6404
14/05/24,08:36,353.626473964,-34.518391998,16722228.1838
14/05/24,08:48,357.005506746,-34.7237358787,16719664.3428
14/05/24,09:00,0.398406040952,-34.7812631169,16717084.689
14/05/24,09:12,3.78957131635,-34.6905227711,16714496.9739
14/05/24,09:24,7.16344559223,-34.4522313284,16711889.3675
14/05/24,09:36,10.5050240733,-34.0683087917,16709273.6333
14/05/24,09:48,13.8045173632,-33.5409753796,16706640.8515
14/05/24,10:00,17.0408931602,-32.8755856173,16703998.2906
14/05/24,10:12,20.2075310734,-32.0763682488,16701341.5597
14/05/24,10:24,23.295395966,-31.148848945,16698672.338
14/05/24,10:36,26.2973999634,-30.0990498558,16695989.9554
14/05/24,10:48,29.2083537264,-28.9333701441,16693296.878
14/05/24,11:00,32.0248969027,-27.6583849128,16690591.1388
14/05/24,11:12,34.7452638143,-26.2807650309,16687871.8998
14/05/24,11:24,37.3724683825,-24.8051919182,16685144.5494
14/05/24,11:36,39.9007245919,-23.2419176101,16682404.3032
14/05/24,11:48,42.3354457911,-21.595381902,16679654.6777
14/05/24,12:00,44.6793855472,-19.8716049073,16676893.8984
14/05/24,12:12,46.9359944324,-18.0762787925,16674124.4277
14/05/24,12:24,49.1091706809,-16.2148028899,16671347.4849
14/05/24,12:36,51.2031658966,-14.2922153228,16668560.905
14/05/24,12:48,53.2249902729,-12.3106775596,16665766.054
14/05/24,13:00,55.174065529,-10.2796696674,16662964.4433
14/05/24,13:12,57.0577019741,-8.200774767,16660158.1693
14/05/24,13:24,58.8805770892,-6.07777394651,16657343.5268
14/05/24,13:36,60.6473392081,-3.91417322354,16654524.7503
14/05/24,13:48,62.3626016541,-1.71321764153,16651701.4617
14/05/24,14:00,64.0309040274,0.522109373475,16648874.7891
14/05/24,14:12,65.6567162265,2.78900749017,16646044.004
14/05/24,14:24,67.2464774252,5.08789351493,16643209.98
14/05/24,14:36,68.8004708281,7.41044486509,16640376.0333
14/05/24,14:48,70.3251098106,9.75738600489,16637537.2716
14/05/24,15:00,71.8247463734,12.1266248612,16634701.9517
14/05/24,15:12,73.303764025,14.5162290827,16631866.3059
14/05/24,15:24,74.7666012064,16.9243533115,16629029.7249
14/05/24,15:36,76.2178512826,19.3492617499,16626194.6753
14/05/24,15:48,77.6641358474,21.7924491099,16623363.9314
14/05/24,16:00,79.1067447828,24.2460245811,16620534.8424
14/05/24,16:12,80.5528926383,26.7115635009,16617711.1079
14/05/24,16:24,82.0083751526,29.187564926,16614891.6657
14/05/24,16:36,83.4795437125,31.6724942629,16612076.3357
14/05/24,16:48,84.9734735232,34.1648161135,16609265.38
14/05/24,17:00,86.4981549124,36.662933721,16606463.2351
14/05/24,17:12,88.0627784577,39.1652134986,16603668.1765
14/05/24,17:24,89.6801003638,41.6730827031,16600879.463
14/05/24,17:36,91.3585624125,44.1781442847,16598098.0912
14/05/24,17:48,93.1152501817,46.6814309018,16595326.7882
14/05/24,18:00,94.9684025962,49.1804154992,16592566.2024
14/05/24,18:12,96.9404781351,51.6721583392,16589814.9448
14/05/24,18:24,99.059448502,54.1530647885,16587071.8089
14/05/24,18:36,101.360735096,56.6187191786,16584340.9208
14/05/24,18:48,103.893164081,59.0666517216,16581621.7669
14/05/24,19:00,106.709312098,61.4832682494,16578912.2334
14/05/24,19:12,109.890122013,63.8620970101,16576217.7259
14/05/24,19:24,113.539105765,66.1899882631,16573532.0268
14/05/24,19:36,117.794981467,68.4486739985,16570861.4594
14/05/24,19:48,122.843013059,70.6122472247,16568203.3889
14/05/24,20:00,128.92562057,72.6435173838,16565557.224
14/05/24,20:12,136.341370835,74.4888993146,16562924.5766
14/05/24,20:24,145.418483179,76.0747842392,16560307.5302
14/05/24,20:36,156.338455305,77.2976967023,16557701.1679
14/05/24,20:48,168.959138941,78.0477804545,16555107.3556
14/05/24,21:00,182.539479742,78.233757186,16552532.4293
14/05/24,21:12,195.886190712,77.8296284211,16549968.1952
14/05/24,21:24,207.924236515,76.8900551296,16547417.9615
14/05/24,21:36,218.144153507,75.5193828722,16544881.6889
14/05/24,21:48,226.570531091,73.8251844195,16542358.5918
14/05/24,22:00,233.450627016,71.9026513464,16539849.4678
14/05/24,22:12,239.11451472,69.8164833692,16537352.03
14/05/24,22:24,243.841420483,67.6134735517,16534868.5625
14/05/24,22:36,247.851524693,65.3260957438,16532398.3604
14/05/24,22:48,251.311330313,62.9770390366,16529940.0383
14/05/24,23:00,254.345174385,60.5824068577,16527493.725
14/05/24,23:12,257.045989402,58.1538853378,16525057.6081
14/05/24,23:24,259.486887321,55.6969542373,16522637.3662
14/05/24,23:36,261.71509416,53.2245167187,16520225.5028
14/05/24,23:48,263.775190415,50.738570159,16517823.6332
14/05/25,00:00,265.69957645,48.2431554899,16515431.9807
14/05/25,00:12,267.513961909,45.7416191893,16513051.4147
14/05/25,00:24,269.239108656,43.2367136006,16510679.5175
14/05/25,00:36,270.891941186,40.7308607093,16508315.6315
14/05/25,00:48,272.488541834,38.2229160893,16505958.5328
14/05/25,01:00,274.036631703,35.7211534322,16503611.735
14/05/25,01:12,275.548339756,33.2241385148,16501270.517
14/05/25,01:24,277.032383297,30.733462368,16498934.5766
14/05/25,01:36,278.496360269,28.2507112654,16496606.9836
14/05/25,01:48,279.947095197,25.7773872182,16494280.5602
14/05/25,02:00,281.390679781,23.3150399434,16491959.7782
14/05/25,02:12,282.832754852,20.8651504041,16489643.121
14/05/25,02:24,284.28036908,18.4262209895,16487328.436
14/05/25,02:36,285.734756336,16.0060678482,16485016.5646
14/05/25,02:48,287.202428327,13.6032867273,16482706.575
14/05/25,03:00,288.687929419,11.2196281395,16480395.7492
14/05/25,03:12,290.195695634,8.85694056644,16478087.6933
14/05/25,03:24,291.730069046,6.517261572,16475776.4623
14/05/25,03:36,293.295427147,4.2026782252,16473463.1251
14/05/25,03:48,294.898168984,1.91259189284,16471150.2691
14/05/25,04:00,296.538618202,-0.344705466218,16468833.1502
14/05/25,04:12,298.223219441,-2.56948264073,16466511.1468
14/05/25,04:24,299.956513533,-4.75892172459,16464187.2982
14/05/25,04:36,301.74304745,-6.90990449285,16461857.5979
14/05/25,04:48,303.587483374,-9.01912708239,16459522.3861
14/05/25,05:00,305.49447539,-11.082948618,16457182.1428
14/05/25,05:12,307.468759805,-13.0975114242,16454833.1119
14/05/25,05:24,309.517643786,-15.061056525,16452477.6303
14/05/25,05:36,311.640484032,-16.9640508257,16450114.4289
14/05/25,05:48,313.844312113,-18.8042134847,16447743.7976
14/05/25,06:00,316.133249108,-20.5763224264,16445362.356
14/05/25,06:12,318.511114877,-22.2748970276,16442972.0356
14/05/25,06:24,320.981139504,-23.8940902199,16440570.2031
14/05/25,06:36,323.545838563,-25.4277739559,16438161.8018
14/05/25,06:48,326.210356942,-26.8713584413,16435737.5094
14/05/25,07:00,328.968449245,-28.2146114602,16433305.3354
14/05/25,07:12,331.822639399,-29.4527436875,16430860.147
14/05/25,07:24,334.770674713,-30.5790944797,16428402.559
14/05/25,07:36,337.808499946,-31.5870878875,16425933.2455
14/05/25,07:48,340.930261155,-32.4704326826,16423454.5234
14/05/25,08:00,344.128188471,-33.2232344745,16420957.3837
14/05/25,08:12,347.39247993,-33.8401795804,16418451.0852
14/05/25,08:24,350.715870881,-34.3172227482,16415930.0451
14/05/25,08:36,354.076662696,-34.649476155,16413394.2354
14/05/25,08:48,357.464621402,-34.8350165696,16410849.0717
14/05/25,09:00,0.864390612607,-34.8723365368,16408285.8555
14/05/25,09:12,4.26025582553,-34.7611436539,16405713.3676
14/05/25,09:24,7.63664309885,-34.5023334359,16403124.6781
14/05/25,09:36,10.9785636774,-34.0979763163,16400524.3014
14/05/25,09:48,14.2763422967,-33.5504392733,16397910.2632
14/05/25,10:00,17.5091094019,-32.8652612035,16395283.3313
14/05/25,10:12,20.6704548898,-32.0467844524,16392643.5951
14/05/25,10:24,23.7515690818,-31.1006290712,16389991.7134
14/05/25,10:36,26.7456096513,-30.0329138153,16387325.1194
14/05/25,10:48,29.6476678648,-28.8500908005,16384648.7882
14/05/25,11:00,32.4546012249,-27.5587857167,16381957.966
14/05/25,11:12,35.1648808983,-26.1656963191,16379258.1854
14/05/25,11:24,37.7817135269,-24.6754765937,16376545.4456
14/05/25,11:36,40.2995253803,-23.0984304759,16373822.3121
14/05/25,11:48,42.7238602862,-21.4389550959,16371091.6082
14/05/25,12:00,45.0576184011,-19.7030390958,16368348.9547
14/05/25,12:12,47.304339222,-17.8963604583,16365597.4892
14/05/25,12:24,49.4680214015,-16.0242619029,16362837.0306
14/05/25,12:36,51.5529649925,-14.0917680229,16360068.1343
14/05/25,12:48,53.5662397613,-12.1009642113,16357290.0158
14/05/25,13:00,55.5073117608,-10.0613464006,16354505.9741
14/05/25,13:12,57.3835282359,-7.97442007583,16351717.1572
14/05/25,13:24,59.1995701093,-5.84394664902,16348920.097
14/05/25,13:36,60.9601155901,-3.6733902898,16346118.1093
14/05/25,13:48,62.6697830639,-1.46595987065,16343315.1643
14/05/25,14:00,64.333108875,0.775370424856,16340504.7225
14/05/25,14:12,65.954586935,3.04785860087,16337690.9753
14/05/25,14:24,67.5406614617,5.35192414319,16334876.2766
14/05/25,14:36,69.0916366348,7.67928237261,16332059.1979
14/05/25,14:48,70.6139287234,10.0306595652,16329241.2416
14/05/25,15:00,72.1119147348,12.4040040543,16326422.8005
14/05/25,15:12,73.5899880532,14.7973742936,16323604.882
14/05/25,15:24,75.0526426625,17.2089529507,16320789.036
14/05/25,15:36,76.5044912467,19.637010168,16317972.4827
14/05/25,15:48,77.9522194535,22.0830677951,16315159.4104
14/05/25,16:00,79.3971666137,24.5392024209,16312350.8236
14/05/25,16:12,80.8466348222,27.0070221633,16309546.099
14/05/25,16:24,82.3065077565,29.4850038466,16306743.7439
14/05/25,16:36,83.783259203,31.9716142685,16303948.4804
14/05/25,16:48,85.2841063265,34.4652887627,16301159.6795
14/05/25,17:00,86.8172402111,36.9644612122,16298376.0949
14/05/25,17:12,88.3920466506,39.467425943,16295598.6779
14/05/25,17:24,90.0216086674,41.9755990268,16292828.6778
14/05/25,17:36,91.7146862231,44.4805288837,16290069.243
14/05/25,17:48,93.488825682,46.9831828315,16287317.4829
14/05/25,18:00,95.3628862088,49.4810005997,16284574.7179
14/05/25,18:12,97.3600399865,51.9708883937,16281842.7071
14/05/25,18:24,99.5092592068,54.4491351218,16279121.8751
14/05/25,18:36,101.847232258,56.9111298939,16276410.3013
14/05/25,18:48,104.424570679,59.3541500955,16273709.9532
14/05/25,19:00,107.2960304,61.7642771279,16271023.0874
14/05/25,19:12,110.545565805,64.1345116676,16268346.5587
14/05/25,19:24,114.280680604,66.451003973,16265683.191
14/05/25,19:36,118.645089203,68.6944746709,16263030.8512
14/05/25,19:48,123.830028197,70.8376160685,16260393.52
14/05/25,20:00,130.08321217,72.8411783908,16257769.4273
14/05/25,20:12,137.703982626,74.6489415686,16255157.2506
14/05/25,20:24,147.007630199,76.1842787961,16252559.5963
14/05/25,20:36,158.133306351,77.3419917456,16249975.6705
14/05/25,20:48,170.864299501,78.0141618579,16247402.6026
14/05/25,21:00,184.390223849,78.1176794541,16244845.553
14/05/25,21:12,197.521449198,77.6381657843,16242304.2605
14/05/25,21:24,209.264183191,76.6385090012,16239773.2548
14/05/25,21:36,219.195108997,75.2244045661,16237256.7397
14/05/25,21:48,227.381464932,73.5004290382,16234753.6646
14/05/25,22:00,234.078191416,71.5578961757,16232265.138
14/05/25,22:12,239.60640208,69.4582584269,16229789.7084
14/05/25,22:24,244.233874429,67.2460767563,16227326.2709
14/05/25,22:36,248.170937805,64.9523530594,16224875.4129
14/05/25,22:48,251.576683995,62.5988187699,16222437.4203
14/05/25,23:00,254.570116922,60.2009848828,16220011.7079
14/05/25,23:12,257.240440974,57.7701631645,16217598.7863
14/05/25,23:24,259.658128865,55.3115622183,16215195.2049
14/05/25,23:36,261.868615774,52.8379134126,16212803.9175
14/05/25,23:48,263.915122253,50.3511078171,16210423.7599
14/05/26,00:00,265.829095697,47.8551168911,16208052.6303
14/05/26,00:12,267.63557959,45.3531896178,16205691.3614
14/05/26,00:24,269.354768081,42.848106909,16203338.4999
14/05/26,00:36,271.003268189,40.3421780746,16200995.7359
14/05/26,00:48,272.596815669,37.8343198274,16198659.0536
14/05/26,01:00,274.1429569,35.3327751044,16196331.1816
14/05/26,01:12,275.653639062,32.8360996236,16194008.7233
14/05/26,01:24,277.137457198,30.3458729989,16191693.358
14/05/26,01:36,278.601921328,27.8637013325,16189382.5529
14/05/26,01:48,280.053771548,25.3910628714,16187079.1555
14/05/26,02:00,281.49906109,22.9295380136,16184777.0107
14/05/26,02:12,282.943389785,20.4806056979,16182479.8199
14/05/26,02:24,284.393784356,18.0427792236,16180185.7672
14/05/26,02:36,285.851440387,15.6239059719,16177892.7748
14/05/26,02:48,287.322911339,13.222531925,16175601.3533
14/05/26,03:00,288.812693805,10.8404790815,16173310.0559
14/05/26,03:12,290.325252547,8.47960609745,16171018.0111
14/05/26,03:24,291.86493346,6.14195441826,16168725.3046
14/05/26,03:36,293.436132416,3.82963517098,16166431.9763
14/05/26,03:48,295.045278746,1.5420897945,16164135.299
14/05/26,04:00,296.692702785,-0.712389206323,16161837.2092
14/05/26,04:12,298.384882157,-2.93402874703,16159536.0077
14/05/26,04:24,300.126378346,-5.11998196949,16157230.5036
14/05/26,04:36,301.921775497,-7.2670854549,16154917.9323
14/05/26,04:48,303.775762784,-9.37200692561,16152599.8632
14/05/26,05:00,305.693017503,-11.4310630567,16150276.9708
14/05/26,05:12,307.6782834,-13.440331793,16147946.6455
14/05/26,05:24,309.738952351,-15.3980441584,16145609.1534
14/05/26,05:36,311.874316701,-17.2945931806,16143264.1571
14/05/26,05:48,314.091430375,-19.1276375015,16140908.0346
14/05/26,06:00,316.394406772,-20.891915365,16138545.8024
14/05/26,06:12,318.787026985,-22.5818770643,16136171.6074
14/05/26,06:24,321.272445506,-24.1916079668,16133788.9236
14/05/26,06:36,323.853175487,-25.7149712977,16131396.6729
14/05/26,06:48,326.53419868,-27.1472692724,16128991.38
14/05/26,07:00,329.30907524,-28.4782573286,16126576.107
14/05/26,07:12,332.180256507,-29.7031347329,16124147.4965
14/05/26,07:24,335.145199142,-30.8151949288,16121706.5571
14/05/26,07:36,338.199612365,-31.8078715222,16119255.7518
14/05/26,07:48,341.337391845,-32.6748846394,16116789.0054
14/05/26,08:00,344.550436966,-33.4103972692,16114310.8788
14/05/26,08:12,347.828678436,-34.0091556594,16111820.2613
14/05/26,08:24,351.164578938,-34.467185821,16109316.6668
14/05/26,08:36,354.536129492,-34.779770101,16106800.2978
14/05/26,08:48,357.93289214,-34.945091105,16104269.7174
14/05/26,09:00,1.33933707834,-34.9618072432,16101725.8721
14/05/26,09:12,4.73966336314,-34.8297854278,16099167.6967
14/05/26,09:24,8.11827661123,-34.5500916356,16096596.5459
14/05/26,09:36,11.460221527,-34.1249747371,16094014.5592
14/05/26,09:48,14.7559415702,-33.5569290468,16091415.3669
14/05/26,10:00,17.9847514069,-32.8516873088,16088805.8917
14/05/26,10:12,21.1404399446,-32.0137022285,16086182.3936
14/05/26,10:24,24.2144527801,-31.0486973747,16083546.8966
14/05/26,10:36,27.2002110645,-29.9628715864,16080898.8735
14/05/26,10:48,30.0930533744,-28.762734808,16078237.3092
14/05/26,11:00,32.890086906,-27.454963675,16075565.7505
14/05/26,11:12,35.590015044,-26.0462739346,16072882.1707
14/05/26,11:24,38.1962396742,-24.5413028474,16070187.6819
14/05/26,11:36,40.7033928105,-22.9503846476,16067481.4778
14/05/26,11:48,43.1171533482,-21.2778826612,16064766.3867
14/05/26,12:00,45.4405555314,-19.5297602041,16062040.4081
14/05/26,12:12,47.6772509622,-17.7116565917,16059306.2843
14/05/26,12:24,49.831303647,-15.8288916431,16056562.6273
14/05/26,12:36,51.9071063135,-13.8864311085,16053810.4381
14/05/26,12:48,53.9117469079,-11.8863337684,16051052.7529
14/05/26,13:00,55.8447588453,-9.83805252909,16048285.3968
14/05/26,13:12,57.713490335,-7.74307381468,16045512.6369
14/05/26,13:24,59.5226778435,-5.605094307,16042736.5998
14/05/26,13:36,61.2769747444,-3.42755812878,16039950.3961
14/05/26,13:48,62.9810306261,-1.21364295296,16037163.8794
14/05/26,14:00,64.6393950506,1.03372275125,16034371.8651
14/05/26,14:12,66.2565648155,3.31179951143,16031579.0731
14/05/26,14:24,67.8389844472,5.62107218852,16028780.5832
14/05/26,14:36,69.3869833904,7.95322863543,16025982.6707
14/05/26,14:48,70.9069929257,10.3090545022,16023182.5803
14/05/26,15:00,72.4033975371,12.6864904093,16020381.7947
14/05/26,15:12,73.8806377678,15.0836353846,16017583.373
14/05/26,15:24,75.3432124871,17.4986606215,16014785.2776
14/05/26,15:36,76.7958000636,19.9298651194,16011988.1108
14/05/26,15:48,78.2451212756,22.3787560707,16009194.5918
14/05/26,16:00,79.6925929126,24.837442718,16006402.8492
14/05/26,16:12,81.1455950075,27.3075176217,16003616.4792
14/05/26,16:24,82.6101083204,29.7874444936,16000835.3718
14/05/26,16:36,84.0927214821,32.2756797479,15998058.6915
14/05/26,16:48,85.6008270711,34.7706901076,15995288.8403
14/05/26,17:00,87.1427946626,37.270844626,15992524.3799
14/05/26,17:12,88.7282508203,39.7744262148,15989766.9155
14/05/26,17:24,90.3705955231,42.2828168079,15987018.7629
14/05/26,17:36,92.0789188306,44.7875102878,15984277.3198
14/05/26,17:48,93.8712929967,47.2894402375,15981545.4991
14/05/26,18:00,95.7671582107,49.7859227147,15978824.4468
14/05/26,18:12,97.7904978333,52.2737837149,15976112.2865
14/05/26,18:24,99.9712959035,54.7491394936,15973408.9205
14/05/26,18:36,102.347627889,57.2072200917,15970718.0047
14/05/26,18:48,104.971936499,59.6449906941,15968038.2242
14/05/26,19:00,107.901262038,62.0481766981,15965372.4846
14/05/26,19:12,111.222713252,64.4092345258,15962714.7312
14/05/26,19:24,115.047954737,66.7135753339,15960072.5284
14/05/26,19:36,119.525912009,68.9408674346,15957441.4952
14/05/26,19:48,124.853586474,71.062228062,15954824.5937
14/05/26,20:00,131.283633516,73.0363166498,15952219.2187
14/05/26,20:12,139.114580342,74.8041665842,15949629.5124
14/05/26,20:24,148.645359594,76.2862265922,15947048.9939
14/05/26,20:36,159.967590547,77.3759538627,15944486.309
14/05/26,20:48,172.788318717,77.9682474552,15941935.7475
14/05/26,21:00,186.235083375,77.9889055296,15939399.8553
14/05/26,21:12,199.134752767,77.4350916513,15936875.7756
14/05/26,21:24,210.579155784,76.3769636989,15934367.792
14/05/26,21:36,220.225487263,74.9208608023,15931872.1077
14/05/26,21:48,228.178083864,73.1680955447,15929392.0994
14/05/26,22:00,234.696739391,71.2061890105,15926922.2471
14/05/26,22:12,240.093115176,69.0934544516,15924464.0573
14/05/26,22:24,244.623757304,66.8723112186,15922022.346
14/05/26,22:36,248.489503669,64.5723432659,15919591.8815
14/05/26,22:48,251.842264209,62.2143992575,15917176.1068
14/05/26,23:00,254.795993707,59.8134123424,15914769.9716
14/05/26,23:12,257.436291485,57.3803058677,15912375.8908
14/05/26,23:24,259.831069052,54.920039913,15909995.6431
14/05/26,23:36,262.024026734,52.4451889804,15907623.7615
14/05/26,23:48,264.05707404,49.9575350357,15905262.4317
14/05/27,00:00,265.960723724,47.4609570786,15902911.8031
14/05/27,00:12,267.759347502,44.9586493085,15900571.7127
14/05/27,00:24,269.472643381,42.4533786033,15898237.8148
14/05/27,00:36,271.116833619,39.9474119433,15895915.1032
14/05/27,00:48,272.707362694,37.4396527683,15893599.4558
14/05/27,01:00,274.251590072,34.9383346433,15891292.3016
14/05/27,01:12,275.761284668,32.4420157576,15888988.2719
14/05/27,01:24,277.244925541,29.9522661227,15886691.9868
14/05/27,01:36,278.70991999,27.4706845747,15884402.1543
14/05/27,01:48,280.162934467,24.9987966193,15882115.1629
14/05/27,02:00,281.61000911,22.5380955964,15879834.0316
14/05/27,02:12,283.056648261,20.0901803036,15877555.7075
14/05/27,02:24,284.509917754,17.6534725426,15875277.6532
14/05/27,02:36,285.970949651,15.2358952932,15873006.985
14/05/27,02:48,287.446306373,12.8359926282,15870733.5092
14/05/27,03:00,288.940486911,10.4556054076,15868461.4447
14/05/27,03:12,290.457958677,8.09659844908,15866188.453
14/05/27,03:24,292.003089233,5.76103316859,15863914.2214
14/05/27,03:36,293.580279869,3.45105961042,15861638.7641
14/05/27,03:48,295.195998114,1.1661225224,15859362.4276
14/05/27,04:00,296.850573933,-1.08544751973,15857081.6287
14/05/27,04:12,298.550524704,-3.30384974381,15854797.7841
14/05/27,04:24,300.300424583,-5.48618442616,15852509.2963
14/05/27,04:36,302.104925823,-7.62931445487,15850217.3356
14/05/27,04:48,303.968695473,-9.72978621244,15847916.5339
14/05/27,05:00,305.89648935,-11.78394983,15845611.8975
14/05/27,05:12,307.893043248,-13.787783297,15843299.119
14/05/27,05:24,309.965783097,-15.7394825202,15840979.6038
14/05/27,05:36,312.11398063,-17.6293836778,15838651.8861
14/05/27,05:48,314.344715406,-19.4551053318,15836313.2896
14/05/27,06:00,316.662065983,-21.2113096576,15833969.2571
14/05/27,06:12,319.069798676,-22.8924071422,15831612.8032
14/05/27,06:24,321.570997957,-24.4924113084,15829245.3364
14/05/27,06:36,324.168089868,-26.0051326532,15826869.8527
14/05/27,06:48,326.865968942,-27.4258257956,15824483.7315
14/05/27,07:00,329.657992416,-28.7442111068,15822084.0933
14/05/27,07:12,332.546452315,-29.9554615991,15819674.2406
14/05/27,07:24,335.528549382,-31.0528286135,15817249.6326
14/05/27,07:36,338.599826218,-32.0297875143,15814815.1492
14/05/27,07:48,341.753802837,-32.8800566528,15812367.5421
14/05/27,08:00,344.982107189,-33.5978444234,15809906.8523
14/05/27,08:12,348.274369413,-34.1779807919,15807431.4512
14/05/27,08:24,351.622767552,-34.6165635242,15804945.9057
14/05/27,08:36,355.004990753,-34.9090413226,15802444.1003
14/05/27,08:48,358.410408734,-35.0537250114,15799930.942
14/05/27,09:00,1.82332799242,-35.0494332564,15797404.3726
14/05/27,09:12,5.22785709204,-34.8961978814,15794862.9953
14/05/27,09:24,8.60837102091,-34.5952711066,15792308.1912
14/05/27,09:36,11.9500076304,-34.1490619041,15789741.5317
14/05/27,09:48,15.2433085462,-33.5602053771,15787160.2719
14/05/27,10:00,18.4677827462,-32.8346409039,15784568.0203
14/05/27,10:12,21.6174570879,-31.9769044225,15781961.7629
14/05/27,10:24,24.6840102187,-30.9928340485,15779341.3231
14/05/27,10:36,27.6611395024,-29.8887123828,15776711.0257
14/05/27,10:48,30.5444413126,-28.6711050554,15774067.6135
14/05/27,11:00,33.3312797706,-27.3467241793,15771411.7077
14/05/27,11:12,36.0205857627,-25.9223088249,15768746.5048
14/05/27,11:24,38.6159621019,-24.4024775367,15766066.7889
14/05/27,11:36,41.1122388941,-22.7976018194,15763378.832
14/05/27,11:48,43.5152394602,-21.1119940532,15760680.7403
14/05/27,12:00,45.8281299878,-19.3515925839,15757971.6081
14/05/27,12:12,48.0546490786,-17.5220136778,15755255.562
14/05/27,12:24,50.1989677748,-15.6285187619,15752528.2519
14/05/27,12:36,52.2655109691,-13.6760634591,15749793.8516
14/05/27,12:48,54.2614422103,-11.6666151892,15747052.057
14/05/27,13:00,56.1863256688,-9.609657022,15744305.0543
14/05/27,13:12,58.0475345569,-7.50658818903,15741550.0835
14/05/27,13:24,59.8498171136,-5.36108253659,15738789.4433
