Date, Time (UTC), Azimuth (°), Elevation (°), Distance (km)
14/03/25,21:24,144.592562675,76.8122173082,36548953.3925
14/03/25,21:36,156.016371222,78.0578697824,36546363.5527
14/03/25,21:48,169.38838915,78.808076,36543789.4067
14/03/25,22:00,183.789991565,78.9588549857,36541227.1038
14/03/25,22:12,197.804978378,78.487920869,36538674.1009
14/03/25,22:24,210.21654199,77.4654169483,36536140.9085
14/03/25,22:36,220.544320977,76.0123449496,36533621.933
14/03/25,22:48,228.905692913,74.2481579937,36531115.0171
14/03/25,23:00,235.656850082,72.2663966921,36528619.2492
14/03/25,23:12,241.16745792,70.1331141666,36526138.6156
14/03/25,23:24,245.747465476,67.8903473555,36523662.9946
14/03/25,23:36,249.615943062,65.5744426982,36521204.3014
14/03/25,23:48,252.949144654,63.2035667669,36518759.9123
14/03/26,00:00,255.871452712,60.7924881018,36516327.7966
14/03/26,00:12,258.47460847,58.3518515247,36513902.8824
14/03/26,00:24,260.827094125,55.8895104655,36511492.085
14/03/26,00:36,262.980764056,53.4114147936,36509090.6827
14/03/26,00:48,264.977938051,50.9190089833,36506699.9652
14/03/26,01:00,266.844634015,48.4223699565,36504319.8636
14/03/26,01:12,268.608128293,45.9213602815,36501949.6549
14/03/26,01:24,270.28824953,43.4184938582,36499585.1559
14/03/26,01:36,271.901159532,40.9159828302,36497227.7172
14/03/26,01:48,273.460237276,38.4157732244,36494878.6575
14/03/26,02:00,274.976733094,35.9196215257,36492541.5348
14/03/26,02:12,276.460249123,33.4291538752,36490206.8763
14/03/26,02:24,277.920926566,30.9427523032,36487879.0635
14/03/26,02:36,279.362314421,28.4682842894,36485559.3457
14/03/26,02:48,280.792792404,26.0040397643,36483236.4272
14/03/26,03:00,282.218217146,23.5514954539,36480924.0762
14/03/26,03:12,283.643988676,21.1121509162,36478607.6602
14/03/26,03:24,285.07509727,18.687563132,36476301.0449
14/03/26,03:36,286.516295456,16.2792925719,36473992.3417
14/03/26,03:48,287.973956023,13.8860050404,36471686.162
14/03/26,04:00,289.448753932,11.5155546394,36469383.9973
14/03/26,04:12,290.946794398,9.16678335104,36467074.5393
14/03/26,04:24,292.472331133,6.84162482272,36464765.7702
14/03/26,04:36,294.029543495,4.54226144152,36462456.965
14/03/26,04:48,295.622684453,2.27092801322,36460140.8469
14/03/26,05:00,297.255965324,0.0301247165531,36457830.242
14/03/26,05:12,298.933725198,-2.17754586261,36455513.4428
14/03/26,05:24,300.66253286,-4.35195032476,36453189.6806
14/03/26,05:36,302.442386678,-6.48444814226,36450862.3505
14/03/26,05:48,304.279946353,-8.57453989012,36448527.4872
14/03/26,06:00,306.17967274,-10.6186051839,36446184.952
14/03/26,06:12,308.146078371,-12.6127986401,36443837.8153
14/03/26,06:24,310.183579391,-14.5529190396,36441480.1119
14/03/26,06:36,312.296548923,-16.4345289193,36439116.8091
14/03/26,06:48,314.49197233,-18.255088064,36436741.5374
14/03/26,07:00,316.768123991,-20.0048294586,36434363.1775
14/03/26,07:12,319.131255384,-21.6807222017,36431971.6148
14/03/26,07:24,321.584291824,-23.2770307833,36429569.9044
14/03/26,07:36,324.129434373,-24.7877518364,36427155.8192
14/03/26,07:48,326.768040272,-26.2066850363,36424731.9471
14/03/26,08:00,329.500404681,-27.5274793529,36422299.1882
14/03/26,08:12,332.325459309,-28.743633172,36419848.8662
14/03/26,08:24,335.24456354,-29.8500809562,36417390.9727
14/03/26,08:36,338.246051294,-30.8376337297,36414917.5372
14/03/26,08:48,341.327786056,-31.7017610785,36412430.9248
14/03/26,09:00,344.482001802,-32.4368206925,36409934.0606
14/03/26,09:12,347.699244616,-33.0377731757,36407423.1957
14/03/26,09:24,350.968253484,-33.5002780053,36404899.6633
14/03/26,09:36,354.276399017,-33.8208883687,36402357.1257
14/03/26,09:48,357.614042759,-33.9972797093,36399808.7126
14/03/26,10:00,0.957998906896,-34.0276123911,36397244.233
14/03/26,10:12,4.2975807663,-33.911969756,36394661.1481
14/03/26,10:24,7.61790279172,-33.6512644717,36392067.5738
14/03/26,10:36,10.9047072826,-33.247517537,36389464.2338
14/03/26,10:48,14.1447968522,-32.703779475,36386847.062
14/03/26,11:00,17.3263423497,-32.0240229915,36384211.8066
14/03/26,11:12,20.4390608275,-31.2130316374,36381567.5463
14/03/26,11:24,23.4783776638,-30.2749153282,36378905.7955
14/03/26,11:36,26.4298085574,-29.2179965896,36376234.8039
14/03/26,11:48,29.2925004675,-28.0473495954,36373550.8163
14/03/26,12:00,32.0632673077,-26.7694000971,36370855.5038
14/03/26,12:12,34.7405209498,-25.39060194,36368146.7744
14/03/26,12:24,37.3240025257,-23.9173844596,36365427.9273
14/03/26,12:36,39.8146385395,-22.3560390718,36362698.8065
14/03/26,12:48,42.2173360896,-20.7104747057,36359955.2701
14/03/26,13:00,44.5285723142,-18.990778022,36357202.6878
14/03/26,13:12,46.7547637489,-17.2004305813,36354448.0062
14/03/26,13:24,48.899639471,-15.3446642773,36351676.0608
14/03/26,13:36,50.9672424595,-13.4284117547,36348897.4392
14/03/26,13:48,52.9618447985,-11.4562913277,36346115.6536
14/03/26,14:00,54.8878559789,-9.43257186465,36343324.6187
14/03/26,14:12,56.7497360501,-7.3612654334,36340516.9329
14/03/26,14:24,58.5542761605,-5.24331906341,36337715.3807
14/03/26,14:36,60.3012914097,-3.08761836671,36334903.53
14/03/26,14:48,61.9975709987,-0.894658721921,36332091.5234
14/03/26,15:00,63.6474780486,1.33262680719,36329269.1919
14/03/26,15:12,65.2553386972,3.59150977767,36326442.7407
14/03/26,15:24,66.8254025794,5.87944214157,36323619.8938
14/03/26,15:36,68.3619006275,8.19410087009,36320791.5273
14/03/26,15:48,69.8709462783,10.5363076041,36317958.1153
14/03/26,16:00,71.3528613346,12.8979769198,36315132.9455
14/03/26,16:12,72.8138437838,15.2802258821,36312297.6762
14/03/26,16:24,74.2582053064,17.6812194989,36309471.5087
14/03/26,16:36,75.6903815924,20.0992762136,36306643.2362
14/03/26,16:48,77.114980127,22.5327539934,36303817.7022
14/03/26,17:00,78.5368609623,24.9801113508,36300994.828
14/03/26,17:12,79.9612029572,27.4398247303,36298171.9081
14/03/26,17:24,81.3954904058,29.9136178362,36295360.4159
14/03/26,17:36,82.8421879896,32.3936397616,36292549.2049
14/03/26,17:48,84.3100208001,34.8816006782,36289742.4828
14/03/26,18:00,85.8067747774,37.3759784159,36286944.633
14/03/26,18:12,87.3413968197,39.8751931104,36284152.5723
14/03/26,18:24,88.9243111005,42.3775711918,36281368.9746
14/03/26,18:36,90.567841142,44.8812647123,36278592.7585
14/03/26,18:48,92.2890723978,47.3874450587,36275826.0608
14/03/26,19:00,94.101604105,49.8873017011,36273063.5178
14/03/26,19:12,96.0299094721,52.3812984434,36270312.4621
14/03/26,19:24,98.1019536765,54.8660927519,36267573.6481
14/03/26,19:36,100.353343631,57.3375259991,36264845.7971
14/03/26,19:48,102.83019444,59.7903694503,36262124.6611
14/03/26,20:00,105.593061018,62.2177376343,36259420.472
14/03/26,20:12,108.72262639,64.6104173847,36256723.8505
14/03/26,20:24,112.333131514,66.9587747057,36254038.0769
14/03/26,20:36,116.564409238,69.2388617607,36251369.6039
14/03/26,20:48,121.624818387,71.4280027428,36248706.4945
14/03/26,21:00,127.789264844,73.4883098743,36246065.5682
14/03/26,21:12,135.409478541,75.3637194095,36243427.1775
14/03/26,21:24,144.875292278,76.9727227772,36240810.4939
14/03/26,21:36,156.460116561,78.204641581,36238198.6835
14/03/26,21:48,170.009507403,78.9325360253,36235608.2899
14/03/26,22:00,184.549885948,79.0529750473,36233027.9408
14/03/26,22:12,198.618718942,78.5480432495,36230460.8151
14/03/26,22:24,211.002782842,77.4935531702,36227905.9225
14/03/26,22:36,221.259004513,76.0138149239,36225365.0141
14/03/26,22:48,229.537611293,74.228850812,36222836.5112
14/03/26,23:00,236.211557084,72.2313424316,36220322.5092
14/03/26,23:12,241.655984318,70.0862205664,36217818.5718
14/03/26,23:24,246.181047724,67.8345045301,36215333.1458
14/03/26,23:36,250.004584574,65.5118140792,36212856.1458
14/03/26,23:48,253.300931508,63.1357767121,36210390.0046
14/03/27,00:00,256.192880038,60.7207658062,36207933.5095
14/03/27,00:12,258.770853125,58.2771440936,36205493.1878
14/03/27,00:24,261.102309232,55.8125669046,36203062.2458
14/03/27,00:36,263.238292029,53.3328374676,36200640.7594
14/03/27,00:48,265.22046814,50.839291924,36198234.645
14/03/27,01:00,267.074431126,48.3419123564,36195830.2881
14/03/27,01:12,268.827038427,45.840494137,36193440.8093
14/03/27,01:24,270.497815115,43.3375372341,36191059.1195
14/03/27,01:36,272.102692036,40.8351901116,36188684.0477
14/03/27,01:48,273.654857625,38.3353741471,36186313.6905
14/03/27,02:00,275.165401094,35.8398241035,36183956.4012
14/03/27,02:12,276.643801028,33.3501610365,36181603.9779
14/03/27,02:24,278.100104451,30.8647345133,36179254.3382
14/03/27,02:36,279.537773568,28.3914185203,36176914.1872
14/03/27,02:48,280.965116768,25.9284959075,36174568.1557
14/03/27,03:00,282.387920688,23.4774324656,36172241.1507
14/03/27,03:12,283.811557429,21.0397111719,36169906.5792
14/03/27,03:24,285.240963501,18.6169167495,36167578.6768
14/03/27,03:36,286.680860434,16.210599448,36165251.5802
14/03/27,03:48,288.137593388,13.8194231511,36162923.8584
14/03/27,04:00,289.611806871,11.4512487792,36160596.921
14/03/27,04:12,291.109583543,9.10491496367,36158269.3047
14/03/27,04:24,292.635164453,6.78237433307,36155947.5364
14/03/27,04:36,294.192709308,4.48580374843,36153614.6626
14/03/27,04:48,295.786432528,2.21747012534,36151282.3376
14/03/27,05:00,297.420588323,-0.020174273106,36148947.9332
14/03/27,05:12,299.099425371,-2.22444364665,36146611.7375
14/03/27,05:24,300.829570873,-4.39527188518,36144265.2468
14/03/27,05:36,302.610946866,-6.52395079496,36141917.962
14/03/27,05:48,304.4502179,-8.60999369132,36139559.6389
14/03/27,06:00,306.351804825,-10.649762533,36137202.2951
14/03/27,06:12,308.320221074,-12.639408187,36134833.9859
14/03/27,06:24,310.359832531,-14.5747132571,36132458.389
14/03/27,06:36,312.47498873,-16.4512403138,36130075.4
14/03/27,06:48,314.672632341,-18.2664266432,36127679.6209
14/03/27,07:00,316.950970958,-20.0105127992,36125282.4943
14/03/27,07:12,319.316231852,-21.680463956,36122868.4205
14/03/27,07:24,321.771227447,-23.2705275287,36120446.9187
14/03/27,07:36,324.318169737,-24.7747474208,36118012.5267
14/03/27,07:48,326.958263067,-26.1868963218,36115567.3421
14/03/27,08:00,329.691737361,-27.500631621,36113112.2759
14/03/27,08:12,332.517439162,-28.7094980194,36110644.5017
14/03/27,08:24,335.436645204,-29.8084387872,36108163.512
14/03/27,08:36,338.43758923,-30.7883242839,36105671.8921
14/03/27,08:48,341.518065852,-31.6446574757,36103164.696
14/03/27,09:00,344.67022991,-32.3718470506,36100650.38
14/03/27,09:12,347.884551094,-32.9649074171,36098119.1144
14/03/27,09:24,351.149832811,-33.4195716156,36095571.2755
14/03/27,09:36,354.453351262,-33.7324520459,36093014.4937
14/03/27,09:48,357.785505998,-33.9012730832,36090442.2279
14/03/27,10:00,1.12318536789,-33.9242897716,36087856.5665
14/03/27,10:12,4.45577495762,-33.8016305231,36085252.9956
14/03/27,10:24,7.76846165681,-33.5342611233,36082643.492
14/03/27,10:36,11.0471827106,-33.1242298832,36080018.1728
14/03/27,10:48,14.2787910605,-32.5746353667,36077379.9653
14/03/27,11:00,17.4516197246,-31.889464958,36074723.4017
14/03/27,11:12,20.5554959179,-31.0735150641,36072057.231
14/03/27,11:24,23.5859718307,-30.1308905874,36069377.6624
14/03/27,11:36,26.528670092,-29.0699195836,36066685.8271
14/03/27,11:48,29.3828250077,-27.8956582858,36063981.3205
14/03/27,12:00,32.1453265078,-26.6145033471,36061267.2914
14/03/27,12:12,34.814623954,-25.232891409,36058535.4241
14/03/27,12:24,37.3905188099,-23.7572271622,36055801.3838
14/03/27,12:36,39.8739472697,-22.193760027,36053050.8322
14/03/27,12:48,42.269825759,-20.5463808999,36050287.8982
14/03/27,13:00,44.5746469129,-18.8251474951,36047515.9909
14/03/27,13:12,46.7948162913,-17.0335108814,36044737.9182
14/03/27,13:24,48.9340442917,-15.1766799741,36041946.9716
14/03/27,13:36,50.9963596317,-13.259564124,36039152.1043
14/03/27,13:48,52.9860221145,-11.28674215,36036347.3267
14/03/27,14:00,54.9074075376,-9.26248616709,36033535.4651
14/03/27,14:12,56.7649600407,-7.19077519338,36030715.2459
14/03/27,14:24,58.5654325277,-5.07254086305,36027887.9771
14/03/27,14:36,60.3086370833,-2.91665744639,36025057.2895
14/03/27,14:48,62.0013298562,-0.723592474786,36022223.2762
14/03/27,15:00,63.6478615618,1.5037175471,36019382.0456
14/03/27,15:12,65.2525197902,3.76255467507,36016539.6001
14/03/27,15:24,66.8195466968,6.05040333317,36013691.8589
14/03/27,15:36,68.3531452262,8.36491533557,36010850.1275
14/03/27,15:48,69.8594184189,10.7069476218,36007997.4462
14/03/27,16:00,71.338676568,13.0684288414,36005149.98
14/03/27,16:12,72.7970928768,15.450446983,36002296.9908
14/03/27,16:24,74.2389730759,17.8512133613,35999448.9855
14/03/27,16:36,75.6687326533,20.2690201365,35996601.4057
14/03/27,16:48,77.0909766352,22.7022582008,35993754.0604
14/03/27,17:00,78.5105508005,25.1493667444,35990912.7689
14/03/27,17:12,79.932637013,27.6088497386,35988075.7755
14/03/27,17:24,81.3646944747,30.0824158778,35985241.4118
14/03/27,17:36,82.8092117234,32.5622397818,35982412.536
14/03/27,17:48,84.2749021058,35.0500223032,35979586.1051
14/03/27,18:00,85.7695752138,37.5442494113,35976772.5699
14/03/27,18:12,87.3021788357,40.0433654332,35973959.5165
14/03/27,18:24,88.8831681662,42.5456745761,35971153.2171
14/03/27,18:36,90.5249265976,45.049349287,35968359.0717
14/03/27,18:48,92.2445858684,47.5555653695,35965575.0212
14/03/27,19:00,94.0558638626,50.0555249883,35962792.507
14/03/27,19:12,95.98336953,52.5496888807,35960025.2862
14/03/27,19:24,98.0552902343,55.034715922,35957267.0152
14/03/27,19:36,100.307586869,57.5064776891,35954518.1008
14/03/27,19:48,102.786843524,59.9596970842,35951780.2896
14/03/27,20:00,105.554371769,62.3874841239,35949054.2163
14/03/27,20:12,108.692128132,64.7806076338,35946340.8964
14/03/27,20:24,112.316158922,67.1293111204,35943637.5223
14/03/27,20:36,116.569295281,69.4095168351,35940943.5059
14/03/27,20:48,121.664441067,71.5981878537,35938269.9191
14/03/27,21:00,127.883545616,73.6568494821,35935603.9238
14/03/27,21:12,135.587846974,75.5283355872,35932954.1809
14/03/27,21:24,145.177016121,77.1293541341,35930313.2969
14/03/27,21:36,156.924778748,78.3467148619,35927689.82
14/03/27,21:48,170.650342783,79.0513801371,35925072.4692
14/03/27,22:00,185.323120955,79.1407255063,35922473.6168
14/03/27,22:12,199.436194432,78.6015290047,35919889.1005
14/03/27,22:24,211.784527806,77.5152710502,35917317.0935
14/03/27,22:36,221.9641745,76.0093797235,35914757.8916
14/03/27,22:48,230.15785732,74.2042053624,35912210.7057
14/03/27,23:00,236.754098647,72.191486611,35909675.5425
14/03/27,23:12,242.132690023,70.0349497515,35907157.8563
14/03/27,23:24,246.60352949,67.7746480404,35904644.4325
14/03/27,23:36,250.382857699,65.4454726746,35902150.6287
14/03/27,23:48,253.643095,63.0645054324,35899665.4164
14/03/28,00:00,256.505349431,60.6457622317,35897193.4129
14/03/28,00:12,259.05877506,58.1993079654,35894733.6241
14/03/28,00:24,261.369758062,55.7326135382,35892283.1207
14/03/28,00:36,263.488549304,53.2513410549,35889843.0162
14/03/28,00:48,265.45617791,50.7567135842,35887419.4586
14/03/28,01:00,267.297785746,48.2586618843,35884995.4001
14/03/28,01:12,269.039853439,45.7568953583,35882586.7496
14/03/28,01:24,270.701597354,43.2538705094,35880179.5741
14/03/28,01:36,272.298708075,40.7517157511,35877791.0876
14/03/28,01:48,273.844207771,38.2523123828,35875401.9459
14/03/28,02:00,275.349029355,35.7573743361,35873023.1806
14/03/28,02:12,276.822518444,33.2685118345,35870650.189
14/03/28,02:24,278.274611025,30.7840808036,35868282.638
14/03/28,02:36,279.708723899,28.3119101178,35865922.5135
14/03/28,02:48,281.133075982,25.8502832354,35863564.2093
14/03/28,03:00,282.553418499,23.4006737052,35861209.5368
14/03/28,03:12,283.975039944,20.9645676035,35858859.676
14/03/28,03:24,285.402862371,18.543540354,35856507.293
14/03/28,03:36,286.841565005,16.1391460142,35854163.2559
14/03/28,03:48,288.29746174,13.7500490397,35851821.8943
14/03/28,04:00,289.77117195,11.384137023,35849473.6411
14/03/28,04:12,291.268793754,9.04018661898,35847124.042
14/03/28,04:24,292.794486112,6.72024214048,35844777.2675
14/03/28,04:36,294.352455413,4.42640244042,35842427.3345
14/03/28,04:48,295.946856616,2.16100766434,35840077.8655
14/03/28,05:00,297.581942667,-0.0735108487176,35837720.9017
14/03/28,05:12,299.261947277,-2.27445030106,35835362.4803
14/03/28,05:24,300.993481628,-4.44172759852,35832999.5291
14/03/28,05:36,302.776452083,-6.56664418929,35830632.5825
14/03/28,05:48,304.61749941,-8.64869187211,35828258.0654
14/03/28,06:00,306.521035255,-10.684221933,35825876.4836
14/03/28,06:12,308.491512317,-12.6693595786,35823490.0233
14/03/28,06:24,310.533336838,-14.5999358392,35821096.8782
14/03/28,06:36,312.650762737,-16.4714319008,35818688.6383
14/03/28,06:48,314.850711593,-18.2813077482,35816277.7962
14/03/28,07:00,317.131345197,-20.019806096,35813857.844
14/03/28,07:12,319.49883033,-21.6838779286,35811424.4002
14/03/28,07:24,321.955921931,-23.2677706165,35808979.6558
14/03/28,07:36,324.504748339,-24.7655348761,35806529.0841
14/03/28,07:48,327.146461465,-26.1709465576,35804061.5008
14/03/28,08:00,329.881192566,-27.47769909,35801588.7063
14/03/28,08:12,332.707704111,-28.6793298699,35799101.3857
14/03/28,08:24,335.627147177,-29.7708076664,35796602.0128
14/03/28,08:36,338.62776771,-30.7430795531,35794086.9624
14/03/28,08:48,341.707179423,-31.5916602776,35791561.4044
14/03/28,09:00,344.857509413,-32.3110154541,35789023.0145
14/03/28,09:12,348.069174596,-32.8962146584,35786470.9596
14/03/28,09:24,351.330936038,-33.3430594783,35783905.8684
14/03/28,09:36,354.630039713,-33.6482173868,35781325.2156
14/03/28,09:48,357.957001349,-33.8094810381,35778736.7213
14/03/28,10:00,1.28866820969,-33.8251735779,35776129.9502
14/03/28,10:12,4.61453483712,-33.6954791586,35773511.1392
14/03/28,10:24,7.91988483641,-33.4214110018,35770879.4039
14/03/28,10:36,11.1907619815,-33.0050593052,35768231.2988
14/03/28,10:48,14.4141526337,-32.4495566286,35765571.0356
14/03/28,11:00,17.5785106911,-31.7589182688,35762900.6699
14/03/28,11:12,20.6737872948,-30.9379415613,35760212.8122
14/03/28,11:24,23.6956103534,-29.990743561,35757512.4168
14/03/28,11:36,26.6298167019,-28.9256247371,35754798.9914
14/03/28,11:48,29.4756262232,-27.7476555511,35752074.1671
14/03/28,12:00,32.2300291374,-26.4632056232,35749343.157
14/03/28,12:12,34.8915415879,-25.0786868557,35746593.4144
14/03/28,12:24,37.4599876035,-23.600464346,35743833.1825
14/03/28,12:36,39.936330511,-22.034782986,35741064.9318
14/03/28,12:48,42.3255034014,-20.3854906808,35738286.2666
14/03/28,13:00,44.6240078775,-18.6626153012,35735493.64
14/03/28,13:12,46.8382412736,-16.8695869927,35732692.1035
14/03/28,13:24,48.9719010984,-15.0115942309,35729886.8462
14/03/28,13:36,51.0290032647,-13.0935107538,35727066.4646
14/03/28,13:48,53.0137855921,-11.1198989117,35724246.651
14/03/28,14:00,54.9306012582,-9.0950092326,35721409.1799
14/03/28,14:12,56.7838794823,-7.02280285684,35718574.4475
14/03/28,14:24,58.5803396366,-4.90419132928,35715729.6604
14/03/28,14:36,60.319779235,-2.74803840208,35712876.5636
14/03/28,14:48,62.0089372659,-0.554798139257,35710025.3172
14/03/28,15:00,63.6521254333,1.6726123305,35707160.1941
14/03/28,15:12,65.2536324095,3.93148155803,35704301.4723
14/03/28,15:24,66.8176733547,6.21930887251,35701436.984
14/03/28,15:36,68.3484306778,8.53375690225,35698571.0156
14/03/28,15:48,69.8519866716,10.8756831289,35695702.6152
14/03/28,16:00,71.328639921,13.2370166574,35692833.552
14/03/28,16:12,72.7845586196,15.6188753584,35689961.441
14/03/28,16:24,74.2240249654,18.0194526605,35687099.1018
14/03/28,16:36,75.6514479969,20.4370683478,35684231.7304
14/03/28,16:48,77.0714178163,22.8701050158,35681362.8197
14/03/28,17:00,78.4887783744,25.3170168346,35678501.0508
14/03/28,17:12,79.9087023405,27.7762957929,35675646.8676
14/03/28,17:24,81.3386481438,30.249683403,35672792.8586
14/03/28,17:36,82.7811068036,32.7293293299,35669944.9538
14/03/28,17:48,84.2447972054,35.2169574233,35667101.8184
14/03/28,18:00,85.7375315467,37.7110690203,35664262.9139
14/03/28,18:12,87.2682929161,40.210078533,35661437.4518
14/03/28,18:24,88.8475617551,42.7123315673,35658612.0149
14/03/28,18:36,90.4877543186,45.2159884722,35655796.7836
14/03/28,18:48,92.2060933633,47.7222407473,35652994.21
14/03/28,19:00,94.0163982565,50.2222825768,35650194.3485
14/03/28,19:12,95.9434316151,52.7165898644,35647409.4042
14/03/28,19:24,98.0155973556,55.2018212003,35644632.1895
14/03/28,19:36,100.269220004,57.6738459755,35641864.3425
14/03/28,19:48,102.751380756,60.1273664019,35639108.7061
14/03/28,20:00,105.524205585,62.5555057089,35636362.0978
14/03/28,20:12,108.670860863,64.9489581201,35633631.8368
14/03/28,20:24,112.309318057,67.2978675534,35630904.1444
14/03/28,20:36,116.58540406,69.5779814935,35628199.1791
14/03/28,20:48,121.716757432,71.7659376232,35625502.3344
14/03/28,21:00,127.992346593,73.822597438,35622819.7032
14/03/28,21:12,135.78320744,75.6897105461,35620151.327
14/03/28,21:24,145.498422028,77.282098652,35617489.1992
14/03/28,21:36,157.410897831,78.4840584686,35614846.0318
14/03/28,21:48,171.31097636,79.1645337773,35612217.8111
14/03/28,22:00,186.109106038,79.2220469847,35609596.9417
14/03/28,22:12,200.256633726,78.6483565362,35606993.9624
14/03/28,22:24,212.560945644,77.5306057135,35604400.1267
14/03/28,22:36,222.659287042,75.9990845892,35601827.566
14/03/28,22:48,230.766110135,74.1742878792,35599258.799
14/03/28,23:00,237.284402757,72.146857604,35596701.5311
14/03/28,23:12,242.597561246,69.9793458254,35594169.8533
14/03/28,23:24,247.014859424,67.7108109369,35591638.9406
14/03/28,23:36,250.750773199,65.3754321105,35589126.057
14/03/28,23:48,253.975630703,62.989776798,35586626.4629
14/03/29,00:00,256.808943056,60.5674551604,35584129.7475
14/03/29,00:12,259.338436965,58.1183138379,35581649.8467
14/03/29,00:24,261.629508126,55.6496142933,35579181.935
14/03/29,00:36,263.731596207,53.1668977005,35576725.1697
14/03/29,00:48,265.685110217,50.6712711272,35574278.7341
14/03/29,01:00,267.514756054,48.1725942115,35571838.5897
14/03/29,01:12,269.246621795,45.6705282596,35569407.8613
14/03/29,01:24,270.899632475,43.1674722095,35566986.9037
14/03/29,01:36,272.48925718,40.6655281061,35564576.5428
14/03/29,01:48,274.028333497,38.1665496139,35562168.4433
14/03/29,02:00,275.527653301,35.6722334357,35559770.7766
14/03/29,02:12,276.996417972,33.1841919079,35557377.3116
14/03/29,02:24,278.444502322,30.700721472,35554993.4794
14/03/29,02:36,279.875223904,28.2296852957,35552611.8414
14/03/29,02:48,281.29673448,25.7693482345,35550234.3069
14/03/29,03:00,282.714738665,23.321179687,35547861.5547
14/03/29,03:12,284.134475535,20.8866649403,35545493.4491
14/03/29,03:24,285.560827838,18.4673778277,35543122.7209
14/03/29,03:36,286.998430519,16.0648958581,35540758.6476
14/03/29,03:48,288.453616828,13.6778323636,35538392.011
14/03/29,04:00,289.926925264,11.3141242472,35536028.031
14/03/29,04:12,291.424465419,8.97253925106,35533659.3722
14/03/29,04:24,292.950368519,6.65513008465,35531292.5268
14/03/29,04:36,294.508828747,4.36400027211,35528923.7052
14/03/29,04:48,296.10398641,2.10149679469,35526554.2879
14/03/29,05:00,297.740075929,-0.129939032774,35524180.2114
14/03/29,05:12,299.421322059,-2.32759514557,35521800.8136
14/03/29,05:24,301.1542985,-4.49136065286,35519421.0951
14/03/29,05:36,302.938956398,-6.6125860888,35517030.2371
14/03/29,05:48,304.781841097,-8.69067483703,35514636.6787
14/03/29,06:00,306.687413021,-10.7220428824,35512237.8219
14/03/29,06:12,308.660056029,-12.7027467385,35509827.1558
14/03/29,06:24,310.704155989,-14.6286279468,35507416.9192
14/03/29,06:36,312.823917979,-16.4951451959,35504987.878
14/03/29,06:48,315.026282637,-18.2997859666,35502557.5833
14/03/29,07:00,317.309309275,-20.032753274,35500117.5605
14/03/29,07:12,319.679119947,-21.6910068903,35497665.5909
14/03/29,07:24,322.138422033,-23.2687906711,35495201.5769
14/03/29,07:36,324.689276462,-24.7601606994,35492727.9294
14/03/29,07:48,327.332742629,-26.1589023204,35490244.0877
14/03/29,08:00,330.068878215,-27.4587076806,35487747.8551
14/03/29,08:12,332.89635497,-28.6531613136,35485240.8369
14/03/29,08:24,335.816240847,-29.7372315783,35482723.8455
14/03/29,08:36,338.816696805,-30.7019296071,35480190.3107
14/03/29,08:48,341.895216833,-31.5427895,35477645.9683
14/03/29,09:00,345.043956584,-32.2543460653,35475085.7103
14/03/29,09:12,348.253183387,-32.8317144223,35472514.9207
14/03/29,09:24,351.511669893,-33.2707537326,35469926.1579
14/03/29,09:36,354.806645619,-33.5681984395,35467329.2819
14/03/29,09:48,358.128643979,-33.7218983069,35464717.5779
14/03/29,10:00,1.45456974872,-33.7302591598,35462093.0201
14/03/29,10:12,4.77397778825,-33.5935021938,35459453.5001
14/03/29,10:24,8.07225250482,-33.3126992281,35456801.3752
14/03/29,10:36,11.3355546033,-32.8899831408,35454132.7537
14/03/29,10:48,14.5509796569,-32.3285249101,35451455.0278
14/03/29,11:00,17.7071125296,-31.6323436474,35448760.3487
14/03/29,11:12,20.794022447,-30.8062709916,35446055.9178
14/03/29,11:24,23.8074436173,-29.8544111001,35443336.178
14/03/29,11:36,26.7333240674,-28.7850775625,35440606.2075
14/03/29,11:48,29.5709778449,-27.6033076164,35437859.5468
14/03/29,12:00,32.3174600156,-26.3154600872,35435104.0222
14/03/29,12:12,34.9713322915,-24.9279306865,35432336.6977
14/03/29,12:24,37.5324636495,-23.4470596596,35429560.7156
14/03/29,12:36,40.0018505457,-21.8790535508,35426771.8597
14/03/29,12:48,42.384423253,-20.2277369495,35423969.2939
14/03/29,13:00,44.6767097954,-18.5031236615,35421159.7509
14/03/29,13:12,46.8850930564,-16.7086067031,35418341.9961
14/03/29,13:24,49.0132636974,-14.8493484566,35415515.1781
14/03/29,13:36,51.0652211678,-12.9301932236,35412675.6014
14/03/29,13:48,53.0451788507,-10.9556961262,35409831.7659
14/03/29,14:00,54.9574835192,-8.93008459508,35406980.9152
14/03/29,14:12,56.8065374319,-6.85728949591,35404125.5374
14/03/29,14:24,58.5990371788,-4.7382107711,35401260.4775
14/03/29,14:36,60.3347622296,-2.5817037848,35398390.131
14/03/29,14:48,62.0204221472,-0.3882054005,35395512.7363
14/03/29,15:00,63.6603321346,1.83938691045,35392639.6178
14/03/29,15:12,65.2587316513,4.09836881237,35389756.7584
14/03/29,15:24,66.8198298853,6.38624669057,35386871.7755
14/03/29,15:36,68.3477927046,8.7006885317,35383984.7404
14/03/29,15:48,69.8486841255,11.0425686372,35381096.6999
14/03/29,16:00,71.322800195,13.4038307839,35378207.9137
14/03/29,16:12,72.7762832026,15.785573246,35375325.0218
14/03/29,16:24,74.2134036437,18.1860310012,35372434.5975
